pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.0435	-0.2548	 0.1683	 2598.456000000	   189.182000000	  526.145000000	1.245	11	271.18982327487	0.0320	-24.49859616588	0.0293	4065958613312488960	  0.9015 	0.0333	  1.143	0.064	 -4.535	0.051	0	    26460.00000	     10.18300	14.631900	0.000400	    12477.00000	     65.95000 	15.111100	0.005700	    20467.00000	     38.90100	13.984300	0.002100	 1.1269	       	     	4928.7 	      	      	  1.65	    1.443	0.00
-0.1419	 0.0493	-0.0174	 1182.354000000	   107.605000000	  332.837000000	1.319	10	271.21691564509	0.0431	-24.49401548776	0.0386	4065958578952741504	  1.0792 	0.0432	 -1.342	0.097	 -6.629	0.077	0	    12713.00000	     10.75200	15.427800	0.000900	     6006.60010	     55.82100 	15.904800	0.010100	    10760.00000	     32.32900	14.682300	0.003300	 1.2225	       	     	4835.0 	0.7590	0.3760	  1.00	    0.495	0.00
 0.0603	-0.2622	 0.1844	 1428.481000000	   137.432000000	  233.728000000	1.392	11	271.19684854106	0.0437	-24.50391264300	0.0402	4065958613312483072	  0.8167 	0.0462	  0.652	0.087	 -0.887	0.070	0	    11472.00000	      8.03100	15.539300	0.000800	     5516.00000	     40.13600 	15.997300	0.007900	    10455.00000	     44.73200	14.713600	0.004600	 1.2837	       	     	4545.7 	      	      	  1.49	    0.857	0.00
-0.0649	-0.1114	 0.0523	 2263.887000000	   409.640000000	  482.421000000	1.292	10	271.22389693033	0.0337	-24.49970201111	0.0299	4065958574629672832	  0.8572 	0.0320	  0.035	0.068	 -8.456	0.056	0	    24326.00000	     10.74500	14.723200	0.000500	    11087.00000	     27.06600 	15.239300	0.002700	    20336.00000	     42.15400	13.991300	0.002300	 1.2481	       	     	4882.0 	      	      	  1.70	    1.484	0.00
-0.1627	-0.1467	 0.1771	 2061.602000000	   836.305000000	  849.169000000	1.244	11	271.07215054414	0.0309	-24.50714836989	0.0276	4065969397944421760	  1.1378 	0.0325	  0.159	0.061	  4.611	0.048	0	   116740.00000	     56.62400	13.020400	0.000500	    57611.00000	     68.88800 	13.450100	0.001300	    87555.00000	    103.11000	12.406200	0.001300	 1.0439	       	     	5192.2 	      	      	  2.41	    3.791	0.00
 0.0595	-0.1537	 0.1566	  646.086000000	   577.154000000	  454.280000000	1.304	11	271.07552085287	0.0459	-24.49279323140	0.0438	4065969501033152128	  1.0871 	0.0526	  1.470	0.090	 -0.995	0.073	0	    51336.00000	     79.45700	13.912300	0.001700	    27126.00000	     47.00000 	14.267900	0.001900	    39815.00000	     87.64400	13.261800	0.002400	 1.0061	       	     	5350.3 	1.1158	0.5400	  1.55	    1.785	0.01
 0.1418	-0.1361	 0.1282	 1854.365000000	   557.055000000	 1469.203000000	1.278	11	271.08315332377	0.0386	-24.50046767000	0.0364	4065969436630107008	  0.8193 	0.0434	  1.745	0.078	 -3.253	0.065	0	   590080.00000	    318.20999	11.261100	0.000600	   215090.00000	    386.12000 	12.019800	0.001900	   539010.00000	    366.87000	10.432900	0.000700	 1.5869	   3.78	 0.20	4350.0 	0.7870	0.3570	 12.14	   47.577	0.00
-0.0059	-0.1410	 0.1340	 1757.386000000	   354.822000000	  135.050000000	1.338	11	271.08388355895	0.0254	-24.48784944520	0.0240	4065969505349588096	  2.9824 	0.0286	  1.086	0.051	 -5.155	0.040	0	    56332.00000	     32.05400	13.811500	0.000600	    24488.00000	     69.01500 	14.379000	0.003100	    50865.00000	    376.64001	12.995900	0.008000	 1.3831	       	     	4544.5 	      	      	  0.91	    0.316	0.00
-0.0584	-0.1292	 0.0962	 3153.210000000	   370.277000000	  459.447000000	1.214	11	271.06993215450	0.0393	-24.47697918343	0.0371	4065969707191576832	  0.9118 	0.0437	  0.989	0.079	 -1.446	0.063	0	   468480.00000	    148.57001	11.511600	0.000300	   303620.00000	    819.96997 	11.645600	0.002900	   265210.00000	    577.23999	11.202900	0.002400	 0.4426	       	     	7501.0 	0.9555	0.4493	  2.79	   22.236	0.90
-0.0678	-0.1685	 0.1044	  970.887000000	   160.491000000	  414.988000000	1.462	11	271.15447838970	0.0367	-24.49963768846	0.0339	4065970020745639296	  0.6724 	0.0387	  1.336	0.075	 -2.382	0.059	0	    29364.00000	     30.24400	14.518800	0.001100	    10667.00000	     66.46300 	15.281300	0.006800	    32255.00000	     77.72400	13.490400	0.002600	 1.7909	       	     	4052.4 	      	      	  4.13	    4.145	0.98
