pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.6213	 0.0872	 0.4651	  909.955000000	    43.980000000	  150.426000000	1.625	10	271.26059400594	0.0807	-23.86293900517	0.0750	4066133573101765888	  0.4109 	0.1038	 -0.772	0.198	 -2.079	0.194	0	     5291.60010	      5.81520	16.379400	0.001200	      941.45001	     21.40700 	17.916900	0.024700	     7658.20020	     50.91000	15.051600	0.007200	 2.8653	       	     	4598.2 	2.9130	1.4680	      	         	0.28
 0.4527	-0.1489	 0.3367	  622.547000000	    36.027000000	   75.141000000	1.501	11	271.25906741502	0.1175	-23.86691205964	0.1106	4066133568774866304	  0.2440 	0.1358	  0.299	0.242	 -1.177	0.224	0	     1906.69995	      3.06270	17.487700	0.001700	      560.27002	     15.55200 	18.480400	0.030100	     2302.60010	     30.64400	16.356400	0.014400	 2.1240	       	     	       	      	      	      	         	0.32
 0.4572	-0.0848	 0.3086	  560.022000000	    50.936000000	  164.826000000	1.436	11	271.26211875136	0.1218	-23.86031986690	0.1162	4066133568774894592	  0.3508 	0.1426	 -0.392	0.252	  0.347	0.228	0	     2092.89990	      3.73720	17.386500	0.001900	      724.23999	     14.21900 	18.201700	0.021300	     2281.69995	     13.84300	16.366300	0.006600	 1.8354	       	     	       	      	      	      	         	0.00
 0.4912	-0.1668	 0.3507	  737.053000000	    67.564000000	   78.459000000	1.479	11	271.26541146763	0.0958	-23.85617732537	0.0904	4066133607445496320	  0.2333 	0.1138	  0.299	0.197	 -1.068	0.182	0	     2346.50000	      3.18370	17.262300	0.001500	      846.87000	     12.53400 	18.031800	0.016100	     2622.80005	     33.42900	16.215000	0.013800	 1.8168	       	     	       	      	      	      	         	0.23
 0.3739	-0.2130	 0.3344	 1001.027000000	    45.235000000	  140.242000000	1.492	11	271.27568857601	0.0809	-23.85766277928	0.0775	4066133603134640384	  0.3031 	0.0993	 -1.046	0.159	 -3.205	0.143	0	     5468.39990	      5.46280	16.343700	0.001100	     1323.00000	     29.24700 	17.547500	0.024000	     6836.29980	     48.74600	15.174900	0.007700	 2.3726	       	     	3433.2 	2.5030	1.2500	      	         	0.01
 0.0766	-0.2909	 0.3327	 5184.216000000	   313.351000000	  182.182000000	1.321	11	271.26516131675	0.0407	-23.86124023422	0.0383	4066133568774894336	  0.6260 	0.0513	  1.344	0.076	 -1.752	0.063	0	   165940.00000	     32.00900	12.638500	0.000200	    72868.00000	    232.55000 	13.195000	0.003500	   146280.00000	    802.94000	11.848900	0.006000	 1.3461	       	     	4584.0 	      	      	  7.23	   20.790	0.00
 0.1520	-0.2772	 0.3569	 1690.394000000	   306.296000000	  794.602000000	1.365	11	271.26896176519	0.0373	-23.85561913732	0.0356	4066133607461504512	  0.6495 	0.0478	 -2.399	0.070	 -9.287	0.060	0	    16210.00000	      9.58970	15.163900	0.000600	     5041.89990	     16.46100 	16.094900	0.003500	    17092.00000	     21.51000	14.179900	0.001400	 1.9150	       	     	3857.0 	      	      	  3.74	    2.785	0.00
 0.2472	-0.1064	 0.3294	 1562.521000000	   147.550000000	  155.002000000	1.582	10	271.26549010934	0.0609	-23.86648247638	0.0592	4066133573101762304	  0.2437 	0.0773	 -2.032	0.118	 -4.368	0.098	0	    24043.00000	     15.38700	14.735900	0.000700	     3538.60010	     23.98200 	16.479300	0.007400	    34509.00000	    222.63000	13.417100	0.007000	 3.0622	       	     	4022.4 	2.6420	1.3420	      	         	0.00
 0.4407	-0.1943	 0.3431	  869.696000000	   125.341000000	  160.423000000	1.381	11	271.28825523932	0.0813	-23.86203244261	0.0771	4066133538725974912	  0.3497 	0.0984	 -0.286	0.164	 -1.461	0.149	0	     3353.60010	      3.85610	16.874600	0.001200	     1196.69995	      9.54790 	17.656400	0.008700	     3433.80005	     21.40500	15.922500	0.006800	 1.7339	       	     	4063.1 	      	      	      	         	0.54
 0.1907	-0.2897	 0.3559	 1311.544000000	   125.658000000	  186.338000000	1.587	11	271.28577371701	0.0739	-23.86135677943	0.0708	4066133538742018944	  0.2179 	0.0953	 -5.090	0.138	 -3.981	0.117	0	    13401.00000	     10.21800	15.370500	0.000800	     1834.80005	     14.60200 	17.192400	0.008600	    19430.00000	    104.27000	14.040700	0.005800	 3.1517	       	     	4065.0 	      	      	      	         	0.00
