pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.1772	-0.1525	-0.0722	  370.585000000	    21.542000000	   65.519000000	1.531	14	310.44557097828	0.1826	 46.02390049036	0.2442	2070498558244477824	  0.0338 	0.2239	 -3.181	0.352	 -4.589	0.494	0	      462.16000	      1.24710	19.026400	0.002900	      145.25999	      6.74330 	19.946000	0.050400	      562.53003	      8.58570	17.886600	0.016600	 2.0595	       	     	       	      	      	      	         	0.05
 0.0610	-0.0621	 0.0184	 3035.087000000	   283.057000000	  392.843000000	1.269	16	310.45707496983	0.0203	 46.01946219369	0.0239	2070498562552862848	  0.6166 	0.0249	 -4.895	0.044	 -9.945	0.046	0	    16280.00000	      5.36400	15.159200	0.000400	     7641.10010	     26.99500 	15.643500	0.003800	    13024.00000	     33.15400	14.475000	0.002800	 1.1685	       	     	4941.1 	      	      	  1.88	    1.892	0.00
 0.2252	 0.0298	 0.1342	  721.744000000	    85.529000000	  201.575000000	1.385	15	310.45522853519	0.0860	 46.02107568509	0.1004	2070498558245277056	  0.6147 	0.1013	  1.104	0.192	 -1.333	0.202	0	     1734.19995	      2.40280	17.590600	0.001500	      583.90997	      6.82700 	18.435500	0.012700	     1817.80005	      9.01800	16.613100	0.005400	 1.8225	       	     	       	      	      	      	         	0.00
 0.0433	-0.1212	 0.0227	 3881.392000000	   660.066000000	 1044.376000000	1.212	16	310.43666105763	0.0145	 46.01178804638	0.0188	2070498528193107584	  0.6458 	0.0186	 -2.720	0.031	 -5.059	0.036	0	    35549.00000	      9.15870	14.311300	0.000300	    19091.00000	     28.92300 	14.649300	0.001600	    23981.00000	     22.96200	13.812200	0.001000	 0.8371	       	     	5787.2 	      	      	  1.82	    3.364	0.00
 0.1093	-0.1357	 0.0405	  819.207000000	    53.258000000	  183.462000000	1.358	16	310.45097193399	0.0695	 46.02651534328	0.0884	2070498562552861824	  1.1728 	0.0885	  0.537	0.145	  0.276	0.170	0	     1672.40002	      2.04140	17.630000	0.001300	      534.73999	     10.04100 	18.531000	0.020400	     1736.80005	      9.46670	16.662600	0.005900	 1.8685	       	     	       	      	      	      	         	0.00
 0.2482	-0.0438	 0.0592	  419.675000000	    25.417000000	   61.787000000	1.416	15	310.44185357649	0.1754	 46.01388403341	0.2507	2070498558244451456	  0.0590 	0.2147	 -5.821	0.360	 -9.206	0.518	0	      473.32001	      1.12780	19.000500	0.002600	      176.42000	      6.94100 	19.735000	0.042700	      493.78000	      7.99150	18.028100	0.017600	 1.7069	       	     	       	      	      	      	         	0.00
 0.1493	 0.0100	 0.0370	  380.598000000	    32.161000000	   67.173000000	1.456	14	310.43897575439	0.1589	 46.01571251566	0.2116	2070498558244457600	 -0.0733 	0.1966	 -2.128	0.343	  0.117	0.507	0	      692.37000	      1.81920	18.587500	0.002900	      256.56000	      7.97750 	19.328400	0.033800	      751.51001	     11.18800	17.572100	0.016200	 1.7563	       	     	       	      	      	      	         	0.00
-0.0097	-0.0294	-0.0164	 1566.627000000	   263.293000000	  483.202000000	1.295	15	310.44924087733	0.0341	 46.01275095834	0.0465	2070498558244470144	  0.7019 	0.0441	 -1.882	0.075	 -1.397	0.102	0	     5828.60010	      3.72050	16.274500	0.000700	     2340.50000	      8.88930 	16.928100	0.004100	     5206.29980	     10.77500	15.470600	0.002200	 1.4575	       	     	4421.7 	      	      	  1.34	    0.620	0.00
-0.0439	-0.1861	 0.0120	 3959.701000000	   686.973000000	 1006.302000000	1.230	16	310.44134001639	0.0168	 46.00976063297	0.0213	2070498523891392896	  0.3383 	0.0218	 -2.862	0.035	 -5.310	0.041	0	    29863.00000	      7.54180	14.500500	0.000300	    15212.00000	     22.14300 	14.895900	0.001600	    21513.00000	     21.37800	13.930200	0.001100	 0.9657	       	     	5200.0 	      	      	  4.08	   10.955	0.00
-0.0156	-0.0679	 0.0613	  643.749000000	    37.919000000	  194.418000000	1.596	16	310.47862059336	0.0967	 46.02812497984	0.1128	2070498901841874944	 -0.0774 	0.1187	 -2.735	0.208	 -3.488	0.234	0	     1390.69995	      2.16030	17.830300	0.001700	      239.10001	      6.30560 	19.404900	0.028600	     1980.90002	     10.18900	16.519700	0.005600	 2.8852	       	     	       	      	      	      	         	0.00
