pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.2152	-0.1195	 0.2578	 1040.857000000	   111.994000000	  224.666000000	1.355	11	250.35716379052	0.1146	-46.28660067573	0.0925	5942752565957002752	  0.5651 	0.1006	 -2.983	0.242	 -7.488	0.158	0	     2833.10010	      2.72190	17.057700	0.001000	      942.64001	      8.41690 	17.915500	0.009700	     2897.50000	     12.89700	16.106900	0.004800	 1.8087	       	     	3952.0 	1.9995	1.0255	      	         	0.00
 0.0150	-0.2976	 0.1532	  457.292000000	    27.730000000	   68.459000000	1.411	10	250.36207011142	0.4177	-46.29121981290	0.2837	5942752497226069888	  0.4515 	0.2785	  0.291	0.750	 -3.011	0.439	0	      665.77002	      1.45590	18.630100	0.002400	      166.97000	      6.02100 	19.794800	0.039200	      772.47998	     11.28400	17.542200	0.015900	 2.2526	       	     	       	      	      	      	         	0.00
-0.2542	-0.0528	 0.2100	  598.068000000	    35.961000000	  153.217000000	1.690	11	250.35193353333	0.1663	-46.28275625163	0.1287	5942752565957005696	 -0.3104 	0.1496	 -1.642	0.328	 -3.509	0.221	0	     2637.80005	      4.41050	17.135300	0.001800	      468.48001	     13.02700 	18.674700	0.030200	     3990.30005	     26.04300	15.759400	0.007100	 2.9153	       	     	       	      	      	      	         	0.00
-0.2676	-0.1163	 0.2826	  844.618000000	    48.574000000	  102.686000000	1.356	11	250.34064140858	0.1710	-46.29169007139	0.1322	5942752527270386688	  0.7381 	0.1444	  4.601	0.327	  0.506	0.228	0	     1508.90002	      1.78650	17.741700	0.001300	      445.14999	      9.16430 	18.730100	0.022400	     1600.30005	     15.58400	16.751400	0.010600	 1.9787	       	     	       	      	      	      	         	0.00
-0.2550	-0.0826	 0.2405	  760.487000000	    31.651000000	  117.707000000	1.508	11	250.35222285926	0.2149	-46.29260484597	0.1674	5942752565956999296	  0.3239 	0.1886	 -0.500	0.416	 -2.060	0.284	0	     1314.50000	      1.72850	17.891500	0.001400	      322.10001	     10.17700 	19.081400	0.034300	     1660.59998	     14.10800	16.711200	0.009200	 2.3702	       	     	       	      	      	      	         	0.00
-0.3173	-0.0546	 0.2312	 1632.534000000	   181.691000000	  306.351000000	1.318	11	250.34757308483	0.0643	-46.28643388659	0.0487	5942752565957003904	  0.4978 	0.0560	 -0.947	0.119	 -2.394	0.085	0	     8494.79980	      5.20340	15.865500	0.000700	     3310.00000	     18.21800 	16.551800	0.006000	     7890.10010	     25.75500	15.019200	0.003500	 1.5326	       	     	4339.7 	      	      	  2.42	    1.864	0.00
-0.2725	-0.0922	 0.2524	  696.688000000	    30.205000000	  129.190000000	1.333	11	250.34254695591	0.1866	-46.28825233798	0.1430	5942752561649501568	  0.3024 	0.1564	 -2.458	0.366	 -4.321	0.247	0	     1403.50000	      2.01450	17.820300	0.001600	      437.01001	     14.46800 	18.750100	0.035900	     1433.59998	     11.09700	16.870800	0.008400	 1.8793	       	     	       	      	      	      	         	0.16
-0.0495	-0.2742	 0.2122	  526.353000000	    24.143000000	   43.875000000	1.416	10	250.34219644112	0.3302	-46.28529655774	0.2223	5942752561630144896	  0.4688 	0.2217	 -2.966	0.583	 -4.504	0.355	0	      828.50000	      1.57400	18.392600	0.002100	      247.77000	     10.26200 	19.366300	0.045000	      925.02002	     21.08300	17.346500	0.024700	 2.0197	       	     	       	      	      	      	         	0.05
-0.1992	-0.1014	 0.2016	 1172.336000000	    73.643000000	  232.762000000	1.354	11	250.36196976277	0.0989	-46.28948995152	0.0792	5942752497237523328	  0.6810 	0.0876	  1.321	0.212	 -4.124	0.140	0	     3668.80005	      3.12950	16.777000	0.000900	     1160.59998	     15.76000 	17.689700	0.014700	     3805.60010	     16.35000	15.810900	0.004700	 1.8788	       	     	4038.7 	      	      	  1.46	    0.509	0.00
 0.3756	-0.3833	-0.0723	  694.221000000	    45.866000000	  128.770000000	1.408	 9	250.34554164471	0.4154	-46.29243766835	0.2208	5942752565957000192	  1.0720 	0.1821	 -1.872	0.704	 -8.246	0.320	0	     1367.80005	      1.97030	17.848300	0.001600	      395.25000	      8.61740 	18.859200	0.023700	     1530.90002	     11.88900	16.799600	0.008400	 2.0597	       	     	       	      	      	      	         	0.00
