pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.3184	 0.2870	-0.0065	  571.844000000	    30.529000000	   58.803000000	1.446	15	159.27607054414	0.1385	-57.84093517856	0.1432	5350803504423521536	  0.4883 	0.1543	 -6.865	0.250	  3.951	0.262	0	      899.45001	      1.57290	18.303400	0.001900	      347.35999	     11.37800 	18.999400	0.035600	      953.07001	     16.20800	17.314100	0.018500	 1.6853	       	     	       	      	      	      	         	0.27
 0.0295	 0.1955	 0.1803	  755.418000000	    46.840000000	   97.217000000	1.467	16	159.28927255805	0.1044	-57.83380719512	0.1011	5350803538783072512	  0.2108 	0.1274	 -9.185	0.203	  6.199	0.189	0	     1298.40002	      1.71880	17.904900	0.001400	      428.82001	      9.15490 	18.770700	0.023200	     1475.80005	     15.18000	16.839300	0.011200	 1.9313	       	     	       	      	      	      	         	0.00
 0.2602	 0.3899	 0.0620	 1437.284000000	   125.986000000	  309.783000000	1.296	16	159.27160788248	0.0458	-57.84698337313	0.0455	5350803508745691264	  0.3103 	0.0570	 -7.360	0.092	  2.941	0.085	0	     4897.20020	      3.40720	16.463500	0.000800	     2049.00000	     16.26300 	17.072600	0.008600	     4299.60010	     13.87900	15.678300	0.003500	 1.3942	       	     	4746.0 	      	      	      	         	0.00
 0.1965	 0.2903	 0.0641	  928.340000000	    70.879000000	   95.673000000	1.291	16	159.27303817107	0.0807	-57.84510756658	0.0803	5350803504422905344	  0.6556 	0.0978	 -0.100	0.157	 -0.740	0.151	0	     1874.00000	      2.01870	17.506400	0.001200	      878.53998	     12.39500 	17.992000	0.015300	     1540.00000	     16.09700	16.793100	0.011300	 1.1989	       	     	       	      	      	      	         	0.00
 0.1544	 0.3377	 0.1072	  856.133000000	    39.169000000	   81.300000000	1.352	16	159.28102130219	0.0859	-57.83905818843	0.0862	5350803538782647808	  0.6904 	0.1053	 -6.580	0.164	  0.631	0.157	0	     1580.59998	      1.84630	17.691300	0.001300	      657.15002	     16.77700 	18.307200	0.027700	     1479.40002	     18.19600	16.836700	0.013400	 1.4705	       	     	       	      	      	      	         	0.00
 0.1735	 0.3207	 0.0298	 1475.739000000	   141.036000000	  119.806000000	1.248	16	159.28185728806	0.0502	-57.82886460417	0.0506	5350803543105446016	  0.4326 	0.0608	 -4.674	0.092	  1.949	0.091	0	     4236.29980	      2.87060	16.620900	0.000700	     2092.89990	     14.84000 	17.049500	0.007700	     3195.60010	     26.67300	16.000600	0.009100	 1.0490	       	     	5179.2 	0.6475	0.3260	      	         	0.00
 0.2342	 0.3701	 0.0867	  542.150000000	    22.867000000	   59.974000000	1.424	16	159.28205526097	0.1266	-57.84124884778	0.1295	5350803543105437824	  0.8309 	0.1557	 -0.577	0.248	  2.804	0.240	0	      857.50000	      1.58170	18.355300	0.002000	      303.88000	     13.28900 	19.144600	0.047500	      917.45001	     15.29800	17.355500	0.018100	 1.7892	       	     	       	      	      	      	         	0.00
 0.1638	 0.3182	 0.0796	  725.985000000	    26.000000000	   73.508000000	1.654	16	159.28164392635	0.1156	-57.83813643644	0.1156	5350803543105440256	  0.6952 	0.1403	 -5.071	0.219	  0.167	0.211	0	     1410.80005	      1.94330	17.814700	0.001500	      345.62000	     13.29400 	19.004900	0.041800	     1987.50000	     27.03900	16.516100	0.014800	 2.4888	       	     	       	      	      	      	         	0.00
 0.2963	 0.2312	-0.0628	 1612.452000000	   124.940000000	  363.803000000	1.236	15	159.28603620926	0.0427	-57.83368604657	0.0426	5350803538782650496	  0.5071 	0.0486	 -7.584	0.078	  3.522	0.081	0	     6283.39990	      3.89680	16.192900	0.000700	     3012.39990	     24.11100 	16.654100	0.008700	     4751.00000	     13.05900	15.570000	0.003000	 1.0841	       	     	5044.1 	0.7548	0.3945	  1.35	    1.056	0.00
 0.2351	 0.2925	 0.0416	 1120.764000000	    25.950000000	  312.709000000	1.573	16	159.28918460116	0.0636	-57.83763102738	0.0626	5350803543105442688	  0.0349 	0.0758	 -5.691	0.121	  2.787	0.118	0	     3694.50000	      3.29640	16.769500	0.001000	      562.69000	     21.68400 	18.475700	0.041800	     5250.20020	     16.78900	15.461500	0.003500	 3.0142	       	     	4253.2 	      	      	      	         	0.00
