pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.2221	 0.1052	 0.1271	  264.655000000	    23.548000000	   86.312000000	1.669	14	 59.74816787508	0.5755	 52.33639767232	0.3292	 251707795333989632	  2.4479 	0.6306	  5.985	1.425	 -6.992	0.997	0	      430.25000	      1.62570	19.104100	0.004100	       91.23500	      3.87450 	20.451000	0.046100	      627.03003	      7.26470	17.768700	0.012600	 2.6823	       	     	       	      	      	      	         	0.00
 0.0010	 0.0600	 0.0496	 1853.487000000	   150.776000000	  536.845000000	1.346	14	 59.70380880563	0.0489	 52.33868326287	0.0288	 251707730913202176	  0.3791 	0.0595	  0.705	0.130	 -0.913	0.085	0	     5223.79980	      2.81830	16.393400	0.000600	     1767.59998	     11.72400 	17.232900	0.007200	     5265.20020	      9.80770	15.458400	0.002000	 1.7745	       	     	3897.8 	      	      	      	         	0.00
 0.0649	 0.0057	-0.0320	 1667.168000000	   268.609000000	  518.775000000	1.345	14	 59.71163642432	0.0509	 52.32842902459	0.0296	 251707662193729920	  0.5082 	0.0636	  3.458	0.135	 -3.796	0.089	0	     5226.50000	      3.13490	16.392800	0.000700	     1705.40002	      6.34890 	17.271800	0.004000	     5325.70020	     10.26600	15.446000	0.002100	 1.8258	       	     	3953.0 	      	      	  2.50	    1.375	0.00
-0.0218	 0.0300	 0.0462	 1018.206000000	    88.645000000	  242.243000000	1.337	14	 59.69765902522	0.0952	 52.32276766867	0.0546	 251707730913214336	  0.5018 	0.1122	  0.298	0.254	 -2.695	0.159	0	     1725.40002	      1.69460	17.596100	0.001100	      608.39001	      6.86320 	18.390900	0.012200	     1698.80005	      7.01280	16.686600	0.004500	 1.7044	       	     	       	      	      	      	         	0.00
 0.0138	-0.0432	-0.0460	  502.033000000	    21.891000000	  116.067000000	1.433	14	 59.73222792271	0.1920	 52.34981498975	0.1140	 251707864053475072	  0.3395 	0.2348	 -0.819	0.535	  1.001	0.335	0	      618.27002	      1.23150	18.710400	0.002200	      171.53000	      7.83550 	19.765500	0.049600	      714.25000	      6.15380	17.627300	0.009400	 2.1383	       	     	       	      	      	      	         	0.00
-0.0106	 0.0504	 0.0414	  365.535000000	    21.110000000	   98.770000000	1.535	14	 59.72741993837	0.2305	 52.35002576703	0.1358	 251707864053475456	  0.6450 	0.2735	  3.352	0.647	 -0.784	0.389	0	      456.69000	      1.24940	19.039300	0.003000	      133.74001	      6.33540 	20.035700	0.051400	      567.08002	      5.74140	17.877800	0.011000	 2.1579	       	     	       	      	      	      	         	0.00
-0.0687	 0.0402	 0.0554	 1190.413000000	   111.420000000	  243.073000000	1.358	14	 59.72810342734	0.0867	 52.33073750965	0.0515	 251707765272940032	  0.2389 	0.1036	 -0.149	0.233	 -0.345	0.152	0	     2254.00000	      1.89340	17.306000	0.000900	      721.75000	      6.47770 	18.205400	0.009700	     2339.30005	      9.62380	16.339200	0.004500	 1.8662	       	     	       	      	      	      	         	0.00
-0.1763	-0.0064	 0.0267	  328.705000000	    22.903000000	   62.294000000	1.498	13	 59.74967252406	0.3083	 52.35309115004	0.1703	 251707795334001280	  0.0821 	0.3481	  0.960	0.887	 -1.403	0.493	0	      343.60999	      1.04540	19.348200	0.003300	       97.73600	      4.26740 	20.376300	0.047400	      417.13000	      6.69620	18.211200	0.017400	 2.1650	       	     	       	      	      	      	         	0.02
 0.0957	-0.2480	-0.1285	  506.424000000	    24.024000000	  126.978000000	1.478	12	 59.74324301043	0.1855	 52.35851111197	0.1079	 251707864053481984	 -0.0692 	0.2425	  3.239	0.609	  0.654	0.346	0	      656.54999	      1.29640	18.645200	0.002100	      157.85001	      6.57060 	19.855800	0.045200	      812.64001	      6.39990	17.487200	0.008600	 2.3686	       	     	       	      	      	      	         	0.00
-0.1276	-0.0673	 0.0784	 1117.908000000	    79.894000000	  210.997000000	1.385	13	 59.74516977350	0.0889	 52.35707757168	0.0519	 251707868352139520	  1.7684 	0.1056	  7.604	0.266	 -7.084	0.155	0	     2144.50000	      1.91840	17.360000	0.001000	      574.34998	      7.18890 	18.453400	0.013600	     2396.30005	     11.35700	16.313100	0.005100	 2.1404	       	     	       	      	      	      	         	0.00
