pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.0736	-0.1381	 0.2624	 1104.532000000	    38.347000000	  282.815000000	1.583	 9	282.48049562443	0.1012	 -0.52995657354	0.1064	4266121028674934912	  0.1556 	0.1343	 -1.759	0.205	 -2.576	0.175	0	     2713.89990	      2.45700	17.104400	0.001000	      418.09000	     10.90300 	18.798200	0.028300	     3877.89990	     13.71200	15.790400	0.003800	 3.0078	       	     	       	      	      	      	         	0.00
 0.0551	-0.1308	 0.2715	  943.444000000	    37.983000000	  302.671000000	1.637	 9	282.48854285114	0.0979	 -0.52960555660	0.1021	4266121028674928768	  0.2315 	0.1285	 -1.860	0.199	 -3.614	0.171	0	     3222.69995	      3.41580	16.917800	0.001200	      418.67001	     11.02300 	18.796700	0.028600	     4857.00000	     16.04700	15.546000	0.003600	 3.2507	       	     	4328.0 	2.8803	1.4575	      	         	0.00
 0.0375	-0.2553	 0.2994	  518.567000000	    67.359000000	   91.939000000	1.555	10	282.53457276258	0.1417	 -0.51802732974	0.1490	4266121269175628160	  0.6459 	0.1940	 -4.806	0.269	 -5.364	0.229	0	     1741.59998	      3.35840	17.586000	0.002100	      323.79999	      4.80700 	19.075700	0.016100	     2383.69995	     25.92700	16.318800	0.011800	 2.7569	       	     	       	      	      	      	         	0.00
 0.1505	-0.1543	 0.1786	  934.404000000	    21.011000000	  171.077000000	1.609	11	282.54984253774	0.0804	 -0.51844716236	0.0870	4266121303552800256	  0.2312 	0.1073	 -2.927	0.160	 -3.233	0.146	0	     4473.39990	      4.78740	16.561800	0.001200	      665.40997	     31.67000 	18.293700	0.051700	     6534.10010	     38.19400	15.223900	0.006300	 3.0697	       	     	3999.0 	2.8733	1.4470	      	         	0.00
 0.0327	 0.0371	-0.0004	  938.756000000	    46.295000000	  281.503000000	1.471	10	282.56128065652	0.0844	 -0.51675532401	0.0939	4266121234833315200	  0.4099 	0.1122	 -1.622	0.163	 -3.286	0.141	0	     3740.19995	      3.98430	16.756100	0.001200	      841.52002	     18.17700 	18.038700	0.023500	     4661.39990	     16.55900	15.590600	0.003900	 2.4481	       	     	3395.0 	2.6150	1.3123	      	         	0.00
 0.0375	-0.2280	 0.2863	  310.382000000	    27.537000000	  101.533000000	1.662	 9	282.53125491989	0.2518	 -0.51905764370	0.2589	4266121264860401664	  0.3898 	0.3357	 -6.453	0.476	 -2.267	0.396	0	      767.82001	      2.47380	18.475200	0.003500	      127.55000	      4.63190 	20.087200	0.039400	     1148.80005	     11.31500	17.111300	0.010700	 2.9759	       	     	       	      	      	      	         	0.00
 0.1391	-0.1964	 0.1403	  964.723000000	   268.098000000	  215.213000000	1.388	11	282.55133264447	0.0358	 -0.52685518642	0.0387	4266121200473574400	  0.1844 	0.0464	 -1.429	0.072	 -3.261	0.067	0	    44790.00000	     46.42800	14.060400	0.001100	    12455.00000	     46.45800 	15.113000	0.004000	    49725.00000	    231.05000	13.020500	0.005000	 2.0925	       	     	3666.7 	1.4617	0.7098	      	         	0.00
-0.0628	-0.2811	 0.3148	  817.925000000	    39.946000000	  139.625000000	1.616	 9	282.53878335385	0.0806	 -0.52429322742	0.0847	4266121269193064704	  0.3385 	0.1082	 -1.456	0.157	 -5.569	0.131	0	     6046.39990	      7.39240	16.234600	0.001300	      738.08002	     18.47700 	18.181100	0.027200	     9030.00000	     64.67300	14.872700	0.007800	 3.3084	       	     	4546.9 	2.8755	1.4510	      	         	0.00
-0.0348	-0.2449	 0.2750	  483.900000000	    25.360000000	  119.136000000	1.551	 9	282.53944488568	0.1342	 -0.52182981474	0.1380	4266121269175592064	  0.2138 	0.1757	 -0.975	0.253	 -3.558	0.207	0	     1676.69995	      3.46490	17.627200	0.002200	      400.81000	     15.80500 	18.844000	0.042800	     2200.50000	     18.47100	16.405600	0.009100	 2.4384	       	     	       	      	      	      	         	0.00
-0.0367	-0.3184	 0.3265	  803.993000000	    54.027000000	  181.028000000	1.658	10	282.54148826645	0.0995	 -0.52200776327	0.1155	4266121269193064576	  0.0177 	0.1463	 -2.093	0.197	 -4.206	0.179	0	     8426.90039	     10.48100	15.874200	0.001400	      866.64001	     16.04100 	18.006800	0.020100	    13106.00000	     72.39700	14.468300	0.006000	 3.5385	       	     	3580.1 	      	      	      	         	0.00
