pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	[Fe/H]temp	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb	Cluster
---	---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---	---
-------	-------	-------	---------	---------	---------	-----	--	----	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	------------	-------------	-------	------	-------------	---------------	-------	------	-------------	--------------	-------	------	-------	-------	-----	-------	------	------	------	---------	-------	--------------------
-0.1727	 0.3542	 0.2471	  620.561	   18.834	  111.765	1.413	10	 ---	 97.48566376843	0.1416	 10.0290582325 	0.1471	3327494267258117632	  1.7121 	0.1849	 -2.602	0.277	 -4.84 	0.262	0	     1289.1 	      2.0773 	17.9127	0.0017	      340.83 	      18.096   	19.02  	0.0576	      1480.6 	     13.248   	16.8358	0.0097	 2.1842	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.8  	Collinder_95
-0.3441	 0.357 	 0.0866	  971.774	   51.93 	  126.77 	1.48 	11	 ---	 97.28406619387	0.0838	  9.8356590271 	0.0808	3327467505322340480	  1.1868 	0.0882	 -2.938	0.163	 -4.895	0.151	0	     3684.4 	      3.7914 	16.7725	0.0011	     1305.7  	      25.144   	17.5618	0.0209	      4146.7 	     32.71    	15.7177	0.0086	 1.8441	   --- 	 --- 	3962.0 	---   	---   	  0.89	    0.177	  0.3  	Collinder_95
-0.3696	 0.3952	 0.0982	  417.718	   24.69 	  174.017	1.55 	10	 ---	 97.37008848444	0.1431	 10.01983071233	0.1488	3327493648782819328	  1.6991 	0.1619	 -2.142	0.265	 -5.11 	0.237	0	     1888.6 	      4.5213 	17.498 	0.0026	      248.75 	      10.075   	19.362 	0.044 	      2679.4 	     15.398   	16.1918	0.0062	 3.1702	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.9  	Collinder_95
-0.2501	 0.2908	 0.2986	  368.123	   93.103	  136.169	1.409	10	 ---	 97.53041536064	0.0534	 10.12015535182	0.0553	3327501727621701248	  1.6474 	0.0707	 -1.657	0.107	 -5.003	0.11 	0	     8239.1 	     22.381  	15.8987	0.0029	     1969.7  	      21.156   	17.1154	0.0117	      9642.4 	     70.812   	14.8015	0.008 	 2.3139	   --- 	 --- 	3876.02	---   	---   	  1.03	    0.217	  0.9  	Collinder_95
-0.2137	 0.3574	 0.1536	  180.443	    ---  	    ---  	---  	 9	 ---	 97.52466112656	0.1833	 10.17142521876	0.2555	3327505369753963520	  1.7512 	0.3243	 -2.603	0.364	 -5.491	0.348	0	     1311.9 	      7.2704 	17.8936	0.006 	        ---  	       ---     	 ---   	---   	         --- 	      ---     	 ---   	---   	 ---   	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.6  	Collinder_95
-0.1865	 0.3401	 0.1021	 2845.144	 1636.741	 1446.908	1.178	11	 ---	 97.35890999063	0.0381	  9.98341991439	0.0371	3327492961587893248	  1.4413 	0.0403	 -2.32 	0.074	 -4.346	0.065	0	  1003200.0 	    352.6    	10.6849	0.0004	   612730.0  	     374.36    	10.8832	0.0007	    569450.0 	    393.56    	10.3733	0.0008	 0.5099	   --- 	 --- 	6955.31	0.9793	0.49  	  2.98	   18.733	  0.5  	Collinder_95
-0.3879	 0.3474	 0.1241	  871.265	   85.993	   68.549	1.343	11	 ---	 97.34750166266	0.0888	 10.011851189  	0.0864	3327493614423076864	  1.1181 	0.0982	 -1.706	0.174	 -5.103	0.161	0	     2544.0 	      2.9198 	17.1746	0.0012	      998.02 	      11.606   	17.8535	0.0126	      2418.5 	     35.281   	16.3031	0.0158	 1.5505	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.6  	Collinder_95
-0.1463	 0.1244	 0.1728	  175.219	   36.879	   45.273	1.403	11	 ---	 98.04739807744	0.0421	 10.14993226379	0.0419	3327675759693064448	  1.525  	0.0503	 -2.268	0.086	 -4.606	0.075	0	    10052.0 	     57.368  	15.6827	0.0062	     2740.1  	      74.299   	16.757 	0.0294	     11368.0 	    251.09    	14.6227	0.024 	 2.1342	   --- 	 --- 	3975.97	---   	---   	  1.13	    0.289	  0.7  	Collinder_95
-0.8352	-0.3913	 0.5445	  127.402	   25.197	   47.596	1.503	 9	 ---	 97.9452293772 	0.107 	 10.13010517915	0.1025	3327685998895142400	  1.4882 	0.1339	 -2.366	0.341	 -5.135	0.385	0	     4443.5 	     34.878  	16.5691	0.0085	      856.55 	      33.995   	18.0195	0.0431	      5823.3 	    122.35    	15.349 	0.0228	 2.6705	   --- 	 --- 	3730.87	---   	---   	  0.95	    0.158	  0.9  	Collinder_95
