pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.3159	-0.1284	 0.0620	  424.925000000	    31.078000000	   51.975000000	1.555	11	277.90239169097	0.1570	-10.28870995385	0.1586	4155081310689638528	  0.8824 	0.1723	  3.149	0.290	 -0.306	0.248	0	     1394.90002	      3.28260	17.827000	0.002600	      354.00000	     11.39100 	18.978900	0.034900	     1814.30005	     34.90800	16.615100	0.020900	 2.3637	       	     	       	      	      	      	         	0.00
 0.4679	-0.1569	-0.0078	  684.045000000	    33.531000000	  122.345000000	1.416	11	277.91191675579	0.1528	-10.29241542698	0.1533	4155081345043991040	  0.9360 	0.1404	 -3.483	0.265	 -7.024	0.236	0	     1558.50000	      2.27840	17.706600	0.001600	      353.53000	     10.54300 	18.980300	0.032400	     1853.50000	     15.14900	16.592000	0.008900	 2.3884	       	     	       	      	      	      	         	0.00
 0.3510	-0.1108	 0.0861	  774.869000000	    72.079000000	  116.124000000	1.510	10	277.90318831712	0.0927	-10.28386074312	0.0946	4155081345044013312	  0.2584 	0.1055	 -1.162	0.185	 -3.239	0.182	0	     3804.10010	      4.90930	16.737700	0.001400	      834.96002	     11.58400 	18.047200	0.015100	     4910.50000	     42.28700	15.534100	0.009300	 2.5131	       	     	3494.5 	2.7110	1.3398	      	         	0.86
 0.1862	-0.1099	 0.0466	  989.667000000	    69.509000000	  173.479000000	1.412	11	277.90270419456	0.0513	-10.28977395182	0.0519	4155081314990651776	  0.6304 	0.0589	  3.212	0.099	 -0.575	0.085	0	     7861.10010	      7.94320	15.949700	0.001100	     2030.50000	     29.21200 	17.082400	0.015600	     9067.40039	     52.26800	14.868200	0.006300	 2.2142	       	     	3797.0 	2.8600	1.4530	  2.82	    1.493	0.00
 0.1681	-0.1592	 0.0653	  972.030000000	    71.253000000	  427.527000000	1.540	11	277.89984638101	0.0820	-10.28474763762	0.0829	4155081349350403712	  0.4035 	0.0951	 -1.751	0.154	 -3.586	0.133	0	     8125.89990	      8.35980	15.913700	0.001100	     1124.90002	     15.78800 	17.723600	0.015200	    11393.00000	     26.64800	14.620400	0.002500	 3.1032	       	     	3675.7 	      	      	      	         	0.67
 0.2792	-0.1616	 0.0819	  894.778000000	    21.197000000	   54.360000000	1.580	11	277.89339845746	0.1062	-10.29042124596	0.1086	4155081314990665728	  0.2197 	0.1227	 -0.799	0.202	 -3.420	0.186	0	     2529.60010	      2.82710	17.180700	0.001200	      538.35999	     25.39700 	18.523700	0.051200	     3458.30005	     63.61800	15.914800	0.020000	 2.6089	       	     	       	      	      	      	         	0.72
 0.2327	-0.1704	 0.0604	  535.039000000	    22.733000000	   86.631000000	1.446	11	277.94735542877	0.1694	-10.28157892944	0.1740	4155081486789298432	 -0.1084 	0.1943	 -1.093	0.307	 -3.782	0.266	0	     1223.30005	      2.28630	17.969600	0.002000	      224.19000	      9.86210 	19.474800	0.047800	     1544.80005	     17.83200	16.789700	0.012500	 2.6851	       	     	       	      	      	      	         	0.21
 0.2333	-0.0655	 0.0816	  930.629000000	    84.458000000	  208.963000000	1.436	 9	277.95523026159	0.0893	-10.28361406605	0.0874	4155081482482965888	  0.3869 	0.1026	 -1.033	0.178	 -3.142	0.169	0	     3794.89990	      4.07780	16.740400	0.001200	      955.29999	     11.31100 	17.901000	0.012900	     4494.50000	     21.50900	15.630200	0.005200	 2.2708	       	     	3521.3 	2.6273	1.3225	      	         	0.82
 0.1955	-0.1498	 0.0376	  974.871000000	    34.640000000	  185.367000000	1.498	11	277.95636272614	0.0945	-10.27853578865	0.0971	4155081486789291136	  0.3433 	0.1087	  0.545	0.174	 -0.062	0.150	0	     2371.30005	      2.43240	17.250900	0.001100	      441.60999	     12.74800 	18.738800	0.031300	     3109.89990	     16.77700	16.030000	0.005900	 2.7088	       	     	       	      	      	      	         	0.00
 0.3087	-0.1046	 0.0714	 1048.638000000	    94.444000000	  311.722000000	1.382	10	277.97177714867	0.0677	-10.26327670242	0.0704	4155081624228246912	  0.9367 	0.0796	 -0.266	0.135	 -4.543	0.134	0	     4341.39990	      4.14000	16.594300	0.001000	     1146.09998	     12.13500 	17.703400	0.011500	     4852.29980	     15.56600	15.547000	0.003500	 2.1563	       	     	3855.9 	      	      	  1.34	    0.359	0.00
