pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	[Fe/H]temp	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb	Cluster
---	---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---	---
-------	-------	-------	---------	---------	---------	-----	--	----	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	------------	-------------	-------	------	-------------	---------------	-------	------	-------------	--------------	-------	------	-------	-------	-----	-------	------	------	------	---------	-------	--------------------
-0.3549	 0.0575	 0.1302	  398.584	   36.873	  161.34 	1.505	16	 ---	 25.23147350029	0.1017	 64.79048997846	0.0938	 513021409586486528	  1.0844 	0.1231	  0.404	0.206	 -1.981	0.173	0	     1897.8 	      4.7613 	17.4928	0.0027	      312.78 	       8.4827  	19.1133	0.0294	      2544.0 	     15.768   	16.2481	0.0067	 2.8652	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.2  	FSR_0551
-0.3864	 0.0957	 0.1394	  737.671	   55.7  	  142.156	1.425	17	 ---	 25.2560754972 	0.0756	 64.79368584782	0.0678	 513021233483714688	  0.9802 	0.0969	  0.661	0.154	 -1.443	0.127	0	     2408.0 	      3.2643 	17.2342	0.0015	      614.54 	      11.033   	18.38  	0.0195	      2817.3 	     19.818   	16.1373	0.0076	 2.2427	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.1  	FSR_0551
-0.4235	 0.0453	 0.105 	  517.775	   33.492	  210.402	1.44 	15	 ---	 25.12040055471	0.0855	 64.86327289831	0.1092	 513022642233216896	  0.8932 	0.1333	 -0.338	0.177	 -1.404	0.207	0	     1622.8 	      3.1342 	17.6627	0.0021	      339.98 	      10.151   	19.0228	0.0324	      1997.6 	      9.4943  	16.5106	0.0052	 2.5121	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.4  	FSR_0551
-0.3544	-0.0992	 0.1772	 2646.496	  488.689	  903.116	1.29 	18	 ---	 25.06737014871	0.0143	 64.70564562855	0.0172	 513014159681737728	  1.0437 	0.0216	  0.215	0.026	 -1.665	0.032	0	    33585.0 	     12.69   	14.373 	0.0004	    12607.0  	      25.797   	15.0999	0.0022	     30712.0 	     34.006   	13.5437	0.0012	 1.5562	   --- 	 --- 	4310.0 	---   	---   	  2.34	    1.701	  0.6  	FSR_0551
-0.316 	-0.0055	 0.0496	  551.734	   40.445	  223.828	1.505	17	 ---	 24.95598419226	0.0832	 64.7360623837 	0.093 	 513014464615099264	  0.9412 	0.1107	  0.232	0.168	 -1.552	0.187	0	     1600.2 	      2.9003 	17.6779	0.002 	      261.93 	       6.4761  	19.3059	0.0268	      2146.6 	      9.5904  	16.4325	0.0049	 2.8734	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.5  	FSR_0551
-0.4568	-0.1077	 0.1674	 3790.227	  614.303	  830.501	1.279	16	 ---	 25.10379742574	0.0175	 64.7185674082 	0.0211	 513019279283166208	  1.0433 	0.0276	  0.32 	0.034	 -1.456	0.041	1	    23155.0 	      6.1093 	14.7767	0.0003	     9131.4  	      14.865   	15.45  	0.0018	     20487.0 	     24.668   	13.9832	0.0013	 1.4668	   --- 	 --- 	4440.0 	---   	---   	  1.78	    1.106	  0.8  	FSR_0551
-0.4852	 0.0568	 0.0769	  441.018	   92.771	  124.047	1.45 	17	 ---	 25.05039172572	0.0481	 64.73142371174	0.0504	 513020103916458624	  1.1078 	0.0658	  0.141	0.096	 -1.597	0.101	0	     3381.5 	      7.6675 	16.8656	0.0025	      991.64 	      10.689   	17.8605	0.0117	      3912.8 	     31.543   	15.7807	0.0088	 2.0798	   --- 	 --- 	3637.25	2.3983	1.2053	  1.21	    0.233	  0.6  	FSR_0551
-0.4529	-0.0966	 0.1915	  605.805	  134.029	  197.965	1.332	16	 ---	 25.13987182872	0.0376	 64.8762628279 	0.04  	 513022680896769152	  1.1295 	0.058 	  0.059	0.069	 -1.328	0.077	0	     6049.7 	      9.9862 	16.234 	0.0018	     2033.1  	      15.169   	17.081 	0.0081	      6024.8 	     30.434   	15.3121	0.0055	 1.769 	   --- 	 --- 	4142.0 	---   	---   	  1.04	    0.286	  0.9  	FSR_0551
-0.4067	-0.0137	 0.1529	 1621.634	  212.161	  465.233	1.302	17	 ---	 25.09086062283	0.0374	 64.87219094357	0.0365	 513022612177294464	  0.9752 	0.0504	  0.192	0.067	 -0.993	0.071	0	     6339.8 	      3.9095 	16.1832	0.0007	     2369.6  	      11.169   	16.9147	0.0051	      5887.7 	     12.655   	15.3371	0.0023	 1.5776	   --- 	 --- 	4366.0 	---   	---   	  1.05	    0.358	  0.2  	FSR_0551
