pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.5075	 0.0393	 0.0863	  475.157000000	    27.772000000	   72.325000000	1.412	14	241.62052917131	0.2477	-52.23047120141	0.1246	5933342941128623104	  0.6014 	0.3122	 -3.009	0.600	 -3.934	0.442	0	      432.53000	      0.91029	19.098300	0.002300	      118.75000	      4.27590 	20.164800	0.039100	      491.92001	      6.80150	18.032200	0.015000	 2.1326	       	     	       	      	      	      	         	0.20
-0.4372	 0.1140	 0.0290	 1482.196000000	    90.607000000	  222.113000000	1.389	14	241.61949582824	0.0941	-52.23869870445	0.0458	5933342911125888768	  0.3641 	0.1101	 -0.235	0.208	 -1.601	0.142	0	     2228.10010	      1.50320	17.318500	0.000700	      683.40997	      7.54250 	18.264700	0.012000	     2412.50000	     10.86200	16.305800	0.004900	 1.9589	       	     	       	      	      	      	         	0.00
-0.5993	 0.2390	 0.0657	 5578.834000000	   396.886000000	 1367.454000000	1.385	14	241.62107175114	0.0250	-52.23452998257	0.0131	5933342945485627520	  0.4047 	0.0313	 -0.100	0.054	 -6.607	0.039	0	    44981.00000	      8.06280	14.055800	0.000200	    11747.00000	     29.59900 	15.176500	0.002700	    50560.00000	     36.97400	13.002400	0.000800	 2.1741	       	     	3566.2 	1.8690	0.9120	 12.94	   24.416	0.00
-0.4533	 0.0699	 0.1026	 1194.487000000	    80.370000000	  238.638000000	1.346	14	241.63651950014	0.1040	-52.23206683936	0.0500	5933342945485627648	  0.1882 	0.1271	 -2.266	0.229	 -4.783	0.162	0	     1812.50000	      1.51740	17.542700	0.000900	      565.92999	      7.04160 	18.469500	0.013500	     1873.40002	      7.85040	16.580300	0.004500	 1.8891	       	     	       	      	      	      	         	0.47
-0.5885	 0.1516	 0.0948	  976.106000000	    54.105000000	  143.545000000	1.357	14	241.61630473846	0.1382	-52.23925998791	0.0704	5933342906768632704	  0.6714 	0.1760	 -1.557	0.308	  0.240	0.229	0	     1008.70001	      1.03340	18.179000	0.001100	      299.17999	      5.52960 	19.161500	0.020100	     1069.30005	      7.44900	17.189200	0.007600	 1.9723	       	     	       	      	      	      	         	0.00
-0.6027	 0.1551	 0.0876	  814.297000000	    47.864000000	  161.592000000	1.320	14	241.62993523273	0.1595	-52.22758776153	0.0831	5933342941128374272	  0.5816 	0.2050	 -5.957	0.360	 -4.205	0.268	0	      816.09003	      1.00220	18.409000	0.001300	      243.13000	      5.07960 	19.386800	0.022700	      834.46002	      5.16400	17.458400	0.006700	 1.9284	       	     	       	      	      	      	         	0.00
-0.6117	 0.2723	 0.0233	  545.277000000	    42.660000000	   92.835000000	1.349	13	241.62698927140	0.2405	-52.22838398333	0.1231	5933342941128374016	  0.5056 	0.3398	 -0.418	0.591	  0.445	0.410	0	      504.57999	      0.92537	18.931000	0.002000	      131.10001	      3.07310 	20.057400	0.025500	      549.76001	      5.92190	17.911500	0.011700	 2.1459	       	     	       	      	      	      	         	0.00
-0.6186	 0.1534	 0.0643	  989.331000000	    62.768000000	  178.400000000	1.362	14	241.68579232816	0.1257	-52.21639290661	0.0660	5933348683562283136	  0.3484 	0.1603	 -7.137	0.297	-10.367	0.222	0	     1021.40002	      1.03250	18.165300	0.001100	      298.66000	      4.75820 	19.163400	0.017300	     1092.40002	      6.12330	17.166000	0.006100	 1.9975	       	     	       	      	      	      	         	0.00
-0.7131	 0.2768	-0.1078	  616.021000000	    32.035000000	  103.568000000	1.384	13	241.63845356726	0.2227	-52.21459148171	0.1064	5933348820936557568	  0.2820 	0.2760	 -4.987	0.589	 -3.012	0.428	0	      589.13000	      0.95635	18.762800	0.001800	      171.03000	      5.33870 	19.768700	0.033900	      644.21002	      6.22010	17.739400	0.010500	 2.0294	       	     	       	      	      	      	         	0.00
-0.6182	 0.2662	 0.0440	  898.386000000	    28.066000000	   69.393000000	1.430	13	241.65895964056	0.1334	-52.21137386287	0.0689	5933348855296300160	  0.1267 	0.1932	 -2.738	0.326	 -5.105	0.230	0	     1036.69995	      1.15390	18.149300	0.001200	      331.64001	     11.81700 	19.049700	0.038700	     1150.59998	     16.58200	17.109600	0.015600	 1.9402	       	     	       	      	      	      	         	0.68
