pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.0177	 0.0929	 0.0321	  865.395000000	    34.163000000	   89.372000000	1.341	17	158.68289950637	0.1047	-59.96576947778	0.1090	5254412103163356160	  0.2967 	0.1178	 -8.739	0.229	  6.658	0.224	0	     1602.30005	      1.85150	17.676500	0.001300	      730.15002	     21.37200 	18.192900	0.031800	     1419.09998	     15.87800	16.881900	0.012100	 1.3109	       	     	       	      	      	      	         	0.00
 0.0686	-0.0613	-0.0031	  750.327000000	   204.794000000	  392.324000000	1.288	16	158.68208778947	0.1961	-59.96435017147	0.1973	5254412107507743488	  1.6331 	0.2210	 -6.471	0.462	  4.626	0.438	0	     7658.50000	     10.20700	15.978000	0.001400	     3670.30005	     17.92200 	16.439600	0.005300	     6194.20020	     15.78900	15.282000	0.002800	 1.1577	       	     	4897.7 	0.0940	0.0468	      	         	0.00
 0.0308	 0.0795	 0.0660	  802.281000000	    52.616000000	  177.972000000	1.436	17	158.67239670477	0.0809	-59.97000747018	0.0876	5254412107507437952	 -0.0383 	0.0917	 -5.041	0.183	  2.638	0.181	0	     2260.19995	      2.81730	17.303000	0.001400	      776.92999	     14.76600 	18.125400	0.020600	     2469.60010	     13.87600	16.280400	0.006100	 1.8451	       	     	       	      	      	      	         	0.00
 0.0967	 0.0740	-0.0073	 3467.314000000	   437.569000000	 1328.356000000	1.336	17	158.67190362944	0.0174	-59.97159818759	0.0182	5254412107507436672	  0.2457 	0.0196	 -5.606	0.038	  1.644	0.038	0	    42918.00000	     12.37800	14.106800	0.000300	    13815.00000	     31.57100 	15.000500	0.002500	    43545.00000	     32.78100	13.164600	0.000800	 1.8360	       	     	3908.4 	1.2460	0.6168	 15.38	   49.757	0.00
 0.0141	 0.0504	 0.1668	 1527.771000000	   113.432000000	  143.139000000	1.285	17	158.54502328580	0.0468	-59.97210743104	0.0467	5254414856286459520	  0.4646 	0.0543	 -7.413	0.111	  4.402	0.091	0	     4341.29980	      2.84160	16.594300	0.000700	     2234.80005	     19.70200 	16.978300	0.009600	     3343.30005	     23.35700	15.951500	0.007600	 1.0268	       	     	5184.4 	0.4465	0.2290	  1.14	    0.847	0.00
 0.1129	 0.2204	 0.1005	  971.815000000	   358.216000000	  753.936000000	1.270	18	158.55613671167	0.0672	-59.97212382084	0.0679	5254414851936787712	  1.3168 	0.0769	-13.803	0.145	  5.433	0.133	0	    23099.00000	     23.76900	14.779400	0.001100	    11290.00000	     31.51600 	15.219700	0.003000	    18045.00000	     23.93400	14.121000	0.001400	 1.0986	       	     	4986.2 	0.4490	0.2083	  1.02	    0.583	0.00
-0.0010	 0.0946	 0.1595	  567.217000000	    62.161000000	   98.959000000	1.366	17	158.55548467855	0.0570	-59.96933716241	0.0549	5254414856286466048	  0.5298 	0.0654	 -6.257	0.134	  2.850	0.109	0	     3198.69995	      5.63930	16.925900	0.001900	     1504.50000	     24.20300 	17.407900	0.017500	     2863.50000	     28.93600	16.119700	0.011000	 1.2882	       	     	4724.1 	0.9880	0.5000	  1.09	    0.534	0.12
-0.0006	 0.1776	 0.0761	 2216.164000000	   217.527000000	  276.243000000	1.263	17	158.54754464452	0.0290	-59.96832645474	0.0294	5254414856286462976	  0.6469 	0.0319	 -6.283	0.061	 -1.199	0.057	0	    14324.00000	      6.46330	15.298200	0.000500	     8025.29980	     36.89400 	15.590200	0.005000	    10063.00000	     36.42900	14.755100	0.003900	 0.8352	       	     	5757.0 	0.3380	0.1715	  1.17	    1.353	0.00
 0.1378	 0.2551	 0.1445	  783.892000000	    45.445000000	  138.396000000	1.391	18	158.62157498535	0.0747	-59.97304525579	0.0806	5254414989378487424	  0.5171 	0.0903	 -5.931	0.167	  4.339	0.156	0	     2017.40002	      2.57360	17.426400	0.001400	      972.78998	     21.40600 	17.881300	0.023900	     1833.59998	     13.24900	16.603700	0.007800	 1.2777	       	     	       	      	      	      	         	0.00
 0.1903	 0.2505	 0.0795	 1691.372000000	    93.893000000	  574.725000000	1.443	17	158.61945844359	0.0388	-59.97076089648	0.0430	5254414993725700480	  0.1442 	0.0464	 -5.970	0.090	  3.342	0.087	0	     7415.70020	      4.38440	16.013000	0.000600	     1796.50000	     19.13400 	17.215300	0.011600	     8907.59961	     15.49900	14.887500	0.001900	 2.3278	       	     	3675.4 	2.1827	1.1160	      	         	0.00
