pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.2173	-0.0592	 0.3094	  574.277000000	    36.279000000	   70.129000000	1.466	16	237.80155758360	0.1989	-55.78403203619	0.1446	5884152994269285248	 -0.2349 	0.2457	 -6.258	0.335	 -2.509	0.303	0	      492.37000	      0.85737	18.957600	0.001900	      142.12000	      3.91730 	19.969800	0.029900	      579.89001	      8.26890	17.853600	0.015500	 2.1162	       	     	       	      	      	      	         	0.00
-0.2310	-0.0769	 0.3123	  612.747000000	    21.555000000	   61.113000000	1.445	16	237.80152937989	0.2002	-55.78554644684	0.1427	5884152994269278080	  0.5001 	0.2419	 -1.973	0.326	  1.064	0.298	0	      514.21997	      0.83921	18.910500	0.001800	      129.27000	      5.99730 	20.072600	0.050400	      613.83002	     10.04400	17.791800	0.017800	 2.2808	       	     	       	      	      	      	         	0.00
-0.2431	-0.0723	 0.2988	  700.267000000	    31.377000000	   95.704000000	1.459	16	237.80995467937	0.1624	-55.78816124473	0.1174	5884152989921821056	  0.3554 	0.2003	 -3.612	0.271	 -3.042	0.247	0	      645.20001	      0.92136	18.664100	0.001500	      193.89999	      6.17970 	19.632500	0.034600	      747.57001	      7.81130	17.577800	0.011300	 2.0547	       	     	       	      	      	      	         	0.00
-0.1988	-0.0847	 0.3105	  574.975000000	    24.021000000	   73.850000000	1.475	16	237.80441915619	0.1938	-55.78449514808	0.1373	5884152994269278848	 -0.0145 	0.2317	 -4.925	0.316	 -5.162	0.286	0	      521.12000	      0.90634	18.896000	0.001900	      156.69000	      6.52290 	19.863800	0.045200	      611.85999	      8.28510	17.795300	0.014700	 2.0685	       	     	       	      	      	      	         	0.00
-0.2211	-0.0345	 0.3167	  941.958000000	    50.549000000	  135.838000000	1.412	16	237.81377950839	0.1228	-55.78921755338	0.0913	5884152989921817728	  0.2180 	0.1522	 -1.296	0.205	 -3.140	0.187	0	     1019.90002	      1.08270	18.167000	0.001200	      309.47000	      6.12220 	19.124800	0.021500	     1130.69995	      8.32410	17.128500	0.008000	 1.9963	       	     	       	      	      	      	         	0.00
-0.2160	-0.0806	 0.3188	  743.029000000	    31.875000000	   91.651000000	1.431	16	237.80789565874	0.1649	-55.78242434915	0.1182	5884152989938406400	 -0.1455 	0.2014	 -2.401	0.270	 -3.727	0.246	0	      645.34003	      0.86853	18.663900	0.001500	      194.73000	      6.10900 	19.627800	0.034100	      728.70001	      7.95090	17.605500	0.011800	 2.0223	       	     	       	      	      	      	         	0.00
-0.3219	-0.0647	 0.3057	 2002.295000000	   168.312000000	  415.230000000	1.365	16	237.79372151114	0.0554	-55.79358452279	0.0398	5884152959922826624	  0.3747 	0.0685	  4.507	0.095	  1.461	0.088	0	     3857.69995	      1.92660	16.722500	0.000500	     1165.00000	      6.92180 	17.685600	0.006500	     4100.20020	      9.87460	15.729900	0.002600	 1.9557	       	     	3933.2 	      	      	      	         	0.00
-0.2610	-0.0903	 0.2789	 1637.036000000	    90.424000000	  450.459000000	1.392	16	237.80921802342	0.0678	-55.78462877843	0.0489	5884152994282568832	  0.4355 	0.0793	 -0.187	0.115	 -2.274	0.104	0	     3111.00000	      1.90040	16.956100	0.000700	      958.17999	     10.59700 	17.897800	0.012000	     3372.10010	      7.48590	15.942200	0.002400	 1.9556	       	     	3900.0 	      	      	      	         	0.00
-0.3117	-0.0785	 0.3144	 1873.470000000	   120.337000000	  279.045000000	1.419	16	237.89429001842	0.0690	-55.75913600357	0.0462	5884154368658794624	  0.6757 	0.0768	 -0.244	0.117	 -7.214	0.101	0	     3035.69995	      1.62030	16.982700	0.000600	      904.39001	      7.51550 	17.960500	0.009000	     3403.89990	     12.19900	15.932000	0.003900	 2.0285	       	     	3722.0 	2.9000	1.4700	  1.75	    0.528	0.00
-0.3155	-0.0745	 0.2693	  740.416000000	    29.118000000	   91.427000000	1.445	16	237.88716333478	0.1864	-55.76046874119	0.1198	5884154368659207040	  0.3268 	0.2114	 -2.791	0.314	 -5.434	0.267	0	      673.71002	      0.90990	18.617200	0.001500	      209.09000	      7.18070 	19.550600	0.037300	      764.53998	      8.36240	17.553400	0.011900	 1.9972	       	     	       	      	      	      	         	0.02
