pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.1026	 0.2939	 0.2010	  340.384000000	   215.750000000	  287.239000000	1.321	17	159.99609706089	0.4753	-59.21816757429	0.4869	5350573161053196032	  1.5552 	0.5976	 -8.856	1.014	  4.554	0.915	0	     8804.40039	     25.86600	15.826600	0.003200	     4242.70020	     19.66500 	16.282300	0.005000	     7386.10010	     25.71400	15.090900	0.003800	 1.1914	       	     	4906.2 	0.1375	0.0735	      	         	0.00
 0.1108	 0.2337	 0.1779	 1597.596000000	    56.473000000	  247.814000000	1.612	17	160.00276058763	0.0549	-59.21189818757	0.0552	5350573195412939776	  0.1863 	0.0675	 -4.884	0.118	  2.546	0.106	0	     7090.89990	      4.43850	16.061600	0.000700	     1139.90002	     20.18600 	17.709200	0.019200	    10292.00000	     41.53100	14.730700	0.004400	 2.9785	       	     	4371.4 	2.8073	1.4175	      	         	0.00
 0.1128	 0.1752	 0.1717	 1562.707000000	    97.801000000	  303.393000000	1.425	17	159.99971056611	0.0417	-59.21232843377	0.0421	5350573195412938880	  0.2860 	0.0516	 -5.130	0.092	  2.523	0.081	0	     5438.79980	      3.48040	16.349600	0.000700	     1572.80005	     16.08200 	17.359700	0.011100	     6177.20020	     20.36000	15.284900	0.003600	 2.0748	       	     	3640.0 	2.3330	1.1665	      	         	0.00
 0.3200	 0.1712	 0.1050	 1361.676000000	    57.149000000	  235.197000000	1.428	16	160.00064283441	0.0415	-59.20582802057	0.0451	5350573195412626816	  0.2863 	0.0503	 -5.319	0.091	  2.514	0.088	0	     6037.29980	      4.43370	16.236300	0.000800	     2163.50000	     37.85700 	17.013500	0.019000	     6458.50000	     27.46000	15.236600	0.004600	 1.7769	       	     	4041.7 	      	      	      	         	0.00
 0.1098	 0.2512	 0.1561	 2205.416000000	   244.110000000	  281.314000000	1.247	17	160.00378639867	0.0251	-59.21790486822	0.0258	5350573195412617600	  0.8433 	0.0309	 -4.505	0.053	 -0.388	0.049	0	    13778.00000	      6.24750	15.340400	0.000500	     7004.60010	     28.69400 	15.737900	0.004400	    10177.00000	     36.17800	14.742800	0.003900	 0.9951	       	     	5314.3 	0.4308	0.2213	  1.05	    0.800	0.00
 0.0803	 0.2679	 0.1999	 2449.651000000	   468.826000000	  630.308000000	1.244	16	159.99403859316	0.0253	-59.21890863709	0.0255	5350573161052875520	  0.5470 	0.0320	-11.861	0.057	  4.200	0.049	0	    15391.00000	      6.28310	15.220200	0.000400	     7612.00000	     16.23600 	15.647600	0.002300	    11541.00000	     18.31000	14.606300	0.001700	 1.0413	       	     	5185.2 	1.7025	0.8312	  1.82	    2.166	0.00
 0.1145	 0.2656	 0.1640	 1407.396000000	   162.049000000	  264.225000000	1.406	17	160.00270521344	0.0349	-59.20994628840	0.0353	5350573195412624384	  0.1727 	0.0426	 -5.316	0.073	  2.449	0.067	0	     6934.50000	      4.92720	16.085800	0.000800	     2184.69995	     13.48200 	17.002900	0.006700	     7565.60010	     28.63300	15.064800	0.004100	 1.9381	       	     	3846.1 	1.5842	0.7630	      	         	0.00
 0.1493	 0.2605	 0.1617	 1132.355000000	    45.401000000	  128.616000000	1.526	17	160.00450953980	0.0685	-59.21157041595	0.0689	5350573195392220160	  0.1363 	0.0838	 -5.822	0.146	  3.077	0.131	0	     2543.19995	      2.24600	17.174900	0.001000	      768.71997	     16.93200 	18.137000	0.023900	     3111.19995	     24.19000	16.029600	0.008400	 2.1074	       	     	       	      	      	      	         	0.00
 0.0241	 0.0815	 0.1783	 1434.779000000	   101.731000000	  139.988000000	1.333	16	160.14342700923	0.0468	-59.21185746246	0.0477	5350573745169155200	  0.4019 	0.0566	 -8.779	0.107	  8.189	0.099	0	     4673.39990	      3.25720	16.514300	0.000800	     2161.60010	     21.24800 	17.014500	0.010700	     4067.80005	     29.05800	15.738500	0.007800	 1.2759	       	     	4831.9 	      	      	      	         	0.00
 0.0082	 0.1688	 0.2387	 1121.243000000	    24.796000000	  122.099000000	1.574	17	160.12542520532	0.0750	-59.22363949955	0.0756	5350573706492410368	  0.1950 	0.0874	 -4.958	0.158	  5.044	0.149	0	     2741.50000	      2.44500	17.093400	0.001000	      609.95001	     24.59900 	18.388200	0.043800	     3706.00000	     30.35200	15.839700	0.008900	 2.5485	       	     	       	      	      	      	         	0.00
