pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	[Fe/H]temp	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb	Cluster
---	---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---	---
-------	-------	-------	---------	---------	---------	-----	--	----	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	------------	-------------	-------	------	-------------	---------------	-------	------	-------------	--------------	-------	------	-------	-------	-----	-------	------	------	------	---------	-------	--------------------
-0.0762	 0.2357	 0.3385	 1221.016	   83.959	  220.342	1.285	16	 ---	167.72479095838	0.0647	-60.48682811761	0.0614	5337644789781392384	  0.3628 	0.0814	 -6.279	0.119	  0.957	0.106	0	     3210.2 	      2.6291 	16.922 	0.0009	     1446.9  	      17.233   	17.4503	0.0129	      2679.4 	     12.16    	16.1918	0.0049	 1.2585	   --- 	 --- 	4882.0 	1.1953	0.572 	  --- 	    ---  	  0.1  	Hogg_10
-0.0411	 0.0902	 0.2717	 1897.207	  307.267	  536.037	1.227	16	 ---	167.61393556537	0.0325	-60.46464734289	0.0319	5337645000278492672	  0.3337 	0.0379	 -6.136	0.064	  1.572	0.058	0	    11221.0 	      5.9145 	15.5633	0.0006	     5946.2  	      19.352   	15.9158	0.0035	      7823.6 	     14.595   	15.0284	0.002 	 0.8874	   --- 	 --- 	5473.16	---   	---   	  2.25	    4.081	  0.2  	Hogg_10
-0.0861	 0.3203	 0.3576	  728.275	    ---  	    ---  	---  	16	 ---	167.65427594485	0.1164	-60.49430818433	0.0974	5337644897154513536	  0.4385 	0.1439	 -6.79 	0.211	  1.603	0.176	0	     1706.8 	      2.3436 	17.6079	0.0015	        ---  	       ---     	 ---   	---   	         --- 	      ---     	 ---   	---   	 ---   	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.1  	Hogg_10
-0.1148	 0.2243	 0.4163	  775.987	   45.725	  119.128	1.354	16	 ---	167.77889547965	0.0846	-60.34753192437	0.0969	5337670598285976320	  0.3791 	0.1286	 -6.195	0.18 	  1.713	0.168	0	     1567.1 	      2.0194 	17.7007	0.0014	      752.96 	      16.467   	18.1595	0.0237	      1369.1 	     11.492   	16.9209	0.0091	 1.2386	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.2  	Hogg_10
-0.1793	 0.148 	 0.3898	  451.709	   54.644	  130.23 	1.391	17	 ---	167.65166371458	0.0782	-60.41512078274	0.0836	5337668742859915776	  0.3741 	0.108 	 -6.147	0.157	  1.748	0.148	0	     1700.5 	      3.7645 	17.612 	0.0024	      545.01 	       9.9739  	18.5104	0.0199	      1820.4 	     13.978   	16.6115	0.0083	 1.8988	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.4  	Hogg_10
-0.0106	 0.2297	 0.2657	  674.552	   72.36 	   98.379	1.402	17	 ---	167.75579947902	0.0467	-60.44439301613	0.0488	5337668399262537728	  0.3822 	0.0607	 -6.352	0.091	  1.871	0.085	0	     4303.2 	      6.3793 	16.6039	0.0016	     1550.8  	      21.431   	17.375 	0.015 	      4480.7 	     45.546   	15.6335	0.011 	 1.7415	   --- 	 --- 	4084.36	---   	---   	  --- 	    ---  	  0.3  	Hogg_10
 0.0928	 0.1944	 0.2164	 2557.568	  339.434	  619.804	1.211	17	 ---	167.77822207837	0.0263	-60.45054364016	0.0284	5337667677708033792	  0.3439 	0.0337	 -6.423	0.051	  1.481	0.049	0	    13319.0 	      5.2078 	15.3772	0.0004	     7494.7  	      22.08    	15.6645	0.0032	      8640.7 	     13.941   	14.9205	0.0018	 0.744 	   --- 	 --- 	6197.0 	---   	---   	  1.81	    4.374	  0.4  	Hogg_10
-0.0288	 0.0507	 0.2791	 4559.807	  560.956	  751.85 	1.194	16	 ---	167.79873671677	0.0162	-60.34887172011	0.0186	5337670632645964544	  0.426  	0.0226	 -6.11 	0.034	  1.869	0.031	0	    90656.0 	     19.881  	13.2949	0.0002	    58325.0  	     103.97    	13.4368	0.0019	     49876.0 	     66.338   	13.0172	0.0014	 0.4196	   --- 	 --- 	8116.75	---   	---   	  --- 	    ---  	  0.3  	Hogg_10
 0.0458	 0.2267	 0.2429	 2980.294	  461.42 	  683.855	1.226	17	 ---	167.73880245749	0.0217	-60.43726804256	0.0233	5337668433622278400	  0.4022 	0.0282	 -6.418	0.042	  1.269	0.04 	0	    20771.0 	      6.9695 	14.8947	0.0004	    11505.0  	      24.933   	15.1992	0.0024	     13969.0 	     20.426   	14.399 	0.0016	 0.8002	   --- 	 --- 	6142.1 	---   	---   	  1.97	    4.994	  0.2  	Hogg_10
