pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.4255	 0.1890	 0.0579	  446.211000000	    31.117000000	   72.420000000	1.364	13	 37.52751972149	0.1672	 57.27078060302	0.1749	 458034244663841536	  0.4066 	0.2331	  0.024	0.542	 -3.444	0.463	0	      557.03998	      1.24840	18.823600	0.002400	      196.44000	      6.31310 	19.618300	0.034900	      563.10999	      7.77560	17.885400	0.015000	 1.7329	       	     	       	      	      	      	         	0.00
 0.2828	 0.2195	-0.0106	 1255.084000000	   184.115000000	  372.471000000	1.315	12	 37.52288730543	0.0427	 57.27433439196	0.0485	 458034248967424128	  1.2159 	0.0648	  9.137	0.124	 -5.954	0.123	0	     4450.79980	      3.54620	16.567300	0.000900	     1499.30005	      8.14350 	17.411600	0.005900	     4352.39990	     11.68500	15.665100	0.002900	 1.7465	       	     	3992.0 	      	      	  0.93	    0.199	0.00
 0.3297	 0.2920	 0.0321	 2561.623000000	   458.917000000	  707.392000000	1.286	12	 37.51952936860	0.0282	 57.26538572489	0.0339	 458034248967427456	  1.0179 	0.0463	 -4.831	0.084	  2.326	0.089	0	    13242.00000	      5.16960	15.383400	0.000400	     5143.29980	     11.20800 	16.073300	0.002400	    11880.00000	     16.79500	14.574800	0.001500	 1.4984	       	     	4482.0 	1.5595	0.7902	  1.34	    0.653	0.00
 0.2639	 0.1665	-0.0594	 1341.380000000	   151.523000000	  300.680000000	1.291	13	 37.50909429479	0.0447	 57.26645050408	0.0509	 458034248967427584	  0.2145 	0.0678	 -0.725	0.133	 -0.422	0.134	0	     3677.89990	      2.74190	16.774400	0.000800	     1515.80005	     10.00400 	17.399800	0.007200	     3232.50000	     10.75100	15.988100	0.003600	 1.4117	       	     	4570.0 	      	      	      	         	0.00
 0.2503	 0.1113	 0.0125	  855.315000000	   107.722000000	  314.130000000	1.319	12	 37.51899082374	0.0690	 57.27177671211	0.0769	 458034248967425280	  0.3686 	0.1020	 -0.509	0.211	 -1.371	0.188	0	     2532.89990	      2.96140	17.179300	0.001300	      937.15997	      8.69980 	17.921900	0.010100	     2403.19995	      7.65030	16.309900	0.003500	 1.6119	       	     	       	      	      	      	         	0.81
 0.3648	 0.2396	 0.1070	  504.154000000	    42.429000000	   68.985000000	1.417	13	 37.52569912693	0.1594	 57.27378545939	0.1731	 458034248967424256	  0.3367 	0.2292	 -0.214	0.485	 -1.759	0.441	0	      697.85999	      1.38420	18.578900	0.002200	      263.70999	      6.21540 	19.298600	0.025600	      725.35999	     10.51500	17.610500	0.015700	 1.6880	       	     	       	      	      	      	         	0.22
 0.2909	 0.1772	-0.0395	  610.062000000	    42.176000000	  139.728000000	1.327	13	 37.45382492614	0.1054	 57.26166417608	0.1188	 458034382102748544	  0.4546 	0.1625	 -0.125	0.311	 -2.331	0.299	0	      988.28998	      1.62000	18.201200	0.001800	      361.60001	      8.57360 	18.955800	0.025700	      950.03998	      6.79930	17.317600	0.007800	 1.6383	       	     	       	      	      	      	         	0.00
 0.3100	 0.1614	 0.0071	  436.011000000	    25.161000000	   73.365000000	1.352	13	 37.46853747490	0.1602	 57.26704344655	0.1785	 458034386406382080	  0.2477 	0.2331	 -2.420	0.478	 -1.915	0.458	0	      548.20001	      1.25730	18.841000	0.002500	      187.13000	      7.43710 	19.671100	0.043200	      553.96002	      7.55080	17.903200	0.014800	 1.7678	       	     	       	      	      	      	         	0.00
 0.2892	 0.1827	-0.0258	  647.323000000	    21.481000000	  145.270000000	1.525	13	 37.47070397554	0.1017	 57.26177335299	0.1136	 458034313383271680	  2.2328 	0.1506	 -2.468	0.299	 -8.978	0.291	0	     1052.69995	      1.62620	18.132600	0.001700	      194.77000	      9.06690 	19.627600	0.050500	     1410.00000	      9.70620	16.888900	0.007500	 2.7387	       	     	       	      	      	      	         	0.00
 0.3006	 0.1991	-0.0214	  474.284000000	    25.624000000	   90.513000000	1.338	13	 37.48391486230	0.1465	 57.26010533622	0.1623	 458034313383267584	  0.5050 	0.2165	 -0.417	0.438	  0.657	0.423	0	      639.53998	      1.34840	18.673700	0.002300	      229.58000	      8.95960 	19.449100	0.042400	      626.16998	      6.91800	17.770200	0.012000	 1.6789	       	     	       	      	      	      	         	0.00
