pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.1955	-0.0191	-0.0409	 1018.771000000	    46.916000000	  223.260000000	1.432	13	307.37640448910	0.0715	 44.40895124884	0.0926	2070629679306404224	  0.2880 	0.0826	 -3.656	0.157	 -4.526	0.187	0	     2150.19995	      2.11060	17.357200	0.001100	      533.34998	     11.36800 	18.533900	0.023100	     2546.10010	     11.40400	16.247200	0.004900	 2.2866	       	     	       	      	      	      	         	0.00
-0.0777	 0.1234	 0.0431	 1387.191000000	    39.467000000	  342.116000000	1.670	13	307.37433700125	0.0743	 44.41023820399	0.0779	2070629679306881792	  0.0963 	0.0887	 -2.828	0.171	 -3.735	0.167	0	     4546.39990	      3.27740	16.544200	0.000800	      426.91000	     10.81700 	18.775500	0.027500	     7167.39990	     20.95000	15.123500	0.003200	 3.6520	       	     	3510.4 	2.6973	1.4240	      	         	0.00
-0.2221	 0.0056	-0.1704	  613.227000000	    24.321000000	  102.809000000	1.383	14	307.37253103477	0.1329	 44.40967531971	0.1420	2070629640646070656	  0.6311 	0.1514	 11.542	0.293	  6.802	0.294	0	      822.51001	      1.34130	18.400500	0.001800	      256.62000	     10.55100 	19.328200	0.044600	      880.78998	      8.56730	17.399700	0.010600	 1.9284	       	     	       	      	      	      	         	0.00
-0.1528	-0.0232	 0.0020	  821.587000000	    42.831000000	  167.095000000	1.384	14	307.33593049764	0.0861	 44.41866509208	0.1130	2070629812445770112	  1.4039 	0.0983	  7.985	0.190	  4.961	0.223	1	     1545.80005	      1.88150	17.715500	0.001300	      424.17001	      9.90330 	18.782600	0.025300	     1715.30005	     10.26600	16.676000	0.006500	 2.1065	       	     	       	      	      	      	         	0.00
-0.1668	-0.0124	-0.0693	 1940.823000000	   283.368000000	  393.749000000	1.270	15	307.34289903207	0.0309	 44.41285826238	0.0360	2070629816745343360	  0.9057 	0.0343	 -0.606	0.069	 -8.984	0.069	0	     8430.40039	      4.34370	15.873700	0.000600	     3612.69995	     12.74900 	16.456800	0.003800	     7090.20020	     18.00700	15.135300	0.002800	 1.3215	       	     	4923.2 	0.9110	0.4500	  0.93	    0.456	0.00
-0.2722	-0.1069	-0.1103	 2838.944000000	   442.813000000	  443.963000000	1.248	15	307.36003372989	0.0213	 44.43567810214	0.0234	2070629954184311936	  1.0062 	0.0240	  1.779	0.047	  2.066	0.047	0	    18768.00000	      6.61080	15.004800	0.000400	     8397.00000	     18.96300 	15.541100	0.002500	    15021.00000	     33.83400	14.320200	0.002400	 1.2209	       	     	4870.1 	0.7460	0.3670	  1.28	    0.834	0.00
-0.2224	 0.0200	-0.1761	  564.617000000	    23.760000000	  100.132000000	1.506	15	307.36549776990	0.1468	 44.40959338574	0.1605	2070629846804497792	  0.6717 	0.1675	 -7.090	0.330	 -5.330	0.336	0	      815.50000	      1.44430	18.409800	0.001900	      222.86000	      9.37930 	19.481300	0.045700	     1005.70001	     10.04300	17.255800	0.010800	 2.2255	       	     	       	      	      	      	         	0.00
-0.0644	 0.1588	 0.0212	 1256.812000000	    38.416000000	  291.394000000	1.635	14	307.36383509699	0.0705	 44.42236481227	0.0780	2070629885464833152	  0.0304 	0.0863	 -3.809	0.168	 -3.035	0.166	0	     4369.39990	      3.47660	16.587300	0.000900	      496.45001	     12.92300 	18.611700	0.028300	     6647.89990	     22.81400	15.205200	0.003700	 3.4065	       	     	4139.7 	0.9670	0.5810	      	         	0.00
-0.1640	-0.0458	 0.1097	  782.496000000	    49.005000000	  146.511000000	1.406	13	307.34322290341	0.0838	 44.42008591225	0.1236	2070629915524006272	  1.6194 	0.0953	  3.190	0.183	 -4.448	0.243	0	     1650.40002	      2.10910	17.644400	0.001400	      401.89999	      8.20120 	18.841100	0.022200	     1919.00000	     13.09800	16.554200	0.007400	 2.2868	       	     	       	      	      	      	         	0.00
-0.2071	-0.0972	 0.0107	 1595.517000000	    56.528000000	  446.233000000	1.606	14	307.34640946725	0.0506	 44.43466087591	0.0738	2070629954184306432	  0.3532 	0.0600	 -2.442	0.115	 -5.010	0.144	0	     6143.89990	      3.85070	16.217200	0.000700	      788.52002	     13.94900 	18.109400	0.019200	     9079.59961	     20.34700	14.866800	0.002400	 3.2426	       	     	4216.7 	      	      	      	         	0.00
