pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.1132	-0.2139	 0.2072	  563.327000000	    32.821000000	  100.799000000	1.385	15	242.14630651750	0.2722	-51.50190413111	0.1125	5933483506812469376	  0.5942 	0.3030	 -5.790	0.504	 -4.109	0.345	0	      506.59000	      0.89929	18.926700	0.001900	      143.31000	      4.36650 	19.960700	0.033100	      558.44000	      5.54010	17.894500	0.010800	 2.0662	       	     	       	      	      	      	         	0.00
-0.2672	-0.1172	 0.2553	 2869.087000000	   502.952000000	  808.669000000	1.322	15	242.14885543800	0.0450	-51.50714588208	0.0195	5933483133193636864	  0.3813 	0.0489	 -2.587	0.078	 -3.973	0.056	0	     8772.70020	      3.05770	15.830500	0.000400	     3048.39990	      6.06100 	16.641200	0.002200	     8547.59961	     10.57000	14.932300	0.001300	 1.7089	       	     	4176.0 	      	      	  3.61	    3.573	0.00
-0.1482	-0.1919	 0.2103	  893.183000000	    49.531000000	  178.145000000	1.373	15	242.14253388310	0.1562	-51.50632631472	0.0675	5933483133193637120	  1.2970 	0.1681	 -1.535	0.270	 -5.170	0.195	0	     1108.59998	      1.24120	18.076400	0.001200	      292.04001	      5.89610 	19.187800	0.021900	     1230.59998	      6.90770	17.036700	0.006100	 2.1511	       	     	       	      	      	      	         	0.00
-0.2595	-0.0940	 0.2433	 3148.765000000	   438.928000000	  868.066000000	1.310	15	242.14315611603	0.0439	-51.50167400723	0.0190	5933483133193637376	  0.3610 	0.0476	 -1.995	0.076	 -2.418	0.055	0	     9606.00000	      3.05070	15.732000	0.000300	     3555.89990	      8.10140 	16.474000	0.002500	     9024.70020	     10.39600	14.873300	0.001300	 1.6007	       	     	4303.7 	      	      	  3.63	    4.079	0.00
 0.0618	-0.2161	 0.1494	  491.967000000	    26.862000000	   63.491000000	1.474	15	242.13860756757	0.2722	-51.50085289319	0.1135	5933483128855337088	  0.4974 	0.3117	 -3.945	0.556	 -4.065	0.367	0	      437.19000	      0.88866	19.086700	0.002200	      111.95000	      4.16760 	20.228800	0.040400	      532.44000	      8.38610	17.946200	0.017100	 2.2826	       	     	       	      	      	      	         	0.00
-0.2053	-0.1842	 0.2475	  575.069000000	    27.678000000	   74.718000000	1.374	15	242.19419280613	0.2791	-51.50277551263	0.1042	5933483266298415104	  0.4541 	0.2928	 -3.075	0.480	 -0.247	0.336	0	      526.17999	      0.91499	18.885500	0.001900	      156.98000	      5.67170 	19.861800	0.039200	      566.25000	      7.57850	17.879400	0.014500	 1.9824	       	     	       	      	      	      	         	0.00
-0.1056	-0.2159	 0.2903	  750.538000000	    32.924000000	   60.316000000	1.610	15	242.19654827898	0.2208	-51.50070399320	0.0854	5933483270598071168	  0.0915 	0.2354	 -2.457	0.380	 -2.842	0.253	0	      694.03998	      0.92473	18.584900	0.001400	      168.84000	      5.12820 	19.782700	0.033000	      948.53998	     15.72600	17.319300	0.018000	 2.4634	       	     	       	      	      	      	         	0.00
-0.2735	-0.1363	 0.4126	 3490.102000000	   552.013000000	  893.039000000	1.343	14	242.20360707205	0.0472	-51.50438737198	0.0179	5933483270632584320	  0.3768 	0.0511	 -3.829	0.073	 -3.793	0.053	0	    11375.00000	      3.25910	15.548500	0.000300	     3734.30005	      6.76480 	16.420900	0.002000	    11540.00000	     12.92300	14.606400	0.001200	 1.8145	       	     	3955.2 	      	      	  4.96	    5.434	0.00
-0.1225	-0.2069	 0.2121	 1299.986000000	   101.352000000	  152.082000000	1.356	15	242.19293536750	0.1281	-51.50226581236	0.0488	5933483270632587648	  1.0219 	0.1317	-10.976	0.227	-17.077	0.159	0	     1654.09998	      1.27240	17.641900	0.000800	      528.25000	      5.21200 	18.544300	0.010700	     1714.30005	     11.27200	16.676700	0.007100	 1.8676	       	     	       	      	      	      	         	0.00
-0.2208	-0.1245	 0.3951	 2575.558000000	   360.842000000	  814.297000000	1.304	14	242.19400666159	0.0615	-51.50001424834	0.0219	5933483270632588416	  0.3262 	0.0634	 -1.398	0.094	 -3.214	0.067	0	     6755.20020	      2.62280	16.114300	0.000400	     2557.69995	      7.08820 	16.831800	0.003000	     6248.10010	      7.67300	15.272600	0.001300	 1.5592	       	     	4343.0 	      	      	      	         	0.00
