pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.0533	-0.3506	 0.0158	  853.535000000	    48.314000000	  251.903000000	1.417	16	311.67350814307	0.0755	 45.25855635597	0.0852	2070173515122894976	  0.5083 	0.0978	 -4.551	0.153	 -6.196	0.148	0	     1755.69995	      2.05700	17.577200	0.001300	      468.73001	      9.70170 	18.674100	0.022500	     2019.69995	      8.01770	16.498700	0.004300	 2.1754	       	     	       	      	      	      	         	0.00
 0.0193	-0.3735	-0.0464	 2153.155000000	   265.162000000	  613.905000000	1.327	16	311.67515022536	0.0271	 45.25842699635	0.0308	2070173519420875776	  0.4422 	0.0353	 -0.089	0.056	 -2.742	0.051	0	    11435.00000	      5.31060	15.542800	0.000500	     4133.50000	     15.58800 	16.310600	0.004100	    11040.00000	     17.98300	14.654500	0.001800	 1.6561	       	     	4174.7 	1.8670	1.0710	  3.56	    3.466	0.00
 0.0353	-0.3478	-0.0291	  868.991000000	    40.402000000	  170.523000000	1.465	16	311.70893072228	0.0856	 45.27659924708	0.0942	2070173652561853440	  1.0234 	0.1105	 -3.510	0.182	 -1.887	0.165	0	     1638.40002	      1.88540	17.652300	0.001200	      394.62000	      9.76710 	18.860900	0.026900	     2004.90002	     11.75800	16.506700	0.006400	 2.3543	       	     	       	      	      	      	         	0.00
-0.0511	-0.2771	-0.0409	  489.544000000	    29.204000000	  145.509000000	1.458	16	311.67953301004	0.1416	 45.26650764051	0.1549	2070173618200270592	  0.8678 	0.1802	  4.233	0.290	  2.063	0.277	0	      733.91998	      1.49920	18.524200	0.002200	      192.25000	      6.58290 	19.641700	0.037200	      877.57001	      6.03100	17.403700	0.007500	 2.2380	       	     	       	      	      	      	         	0.00
 0.0646	-0.1609	 0.0103	 4532.379000000	   637.646000000	 1162.017000000	1.224	15	311.70297669208	0.0163	 45.28420547338	0.0188	2070173656859847296	  1.4607 	0.0206	-10.131	0.034	 -0.911	0.033	0	    43968.00000	      9.70090	14.080500	0.000200	    21481.00000	     33.68700 	14.521300	0.001700	    32338.00000	     27.82900	13.487600	0.000900	 1.0336	       	     	5142.0 	0.3490	0.1575	  1.18	    0.874	0.00
-0.0438	-0.2788	-0.0592	  568.764000000	    38.464000000	   98.823000000	1.466	16	311.67915740092	0.1198	 45.26528073006	0.1315	2070173618200270464	  0.8430 	0.1538	 -2.072	0.247	 -8.017	0.233	0	      962.15997	      1.69170	18.230200	0.001900	      257.26001	      6.68840 	19.325400	0.028200	     1152.90002	     11.66700	17.107400	0.011000	 2.2180	       	     	       	      	      	      	         	0.00
-0.0569	-0.3050	-0.0751	 1091.270000000	   114.158000000	  469.869000000	1.410	16	311.68155756259	0.0550	 45.26617432940	0.0612	2070173622500093440	  0.4872 	0.0712	 -6.434	0.114	 -8.523	0.106	0	     3095.10010	      2.83620	16.961700	0.001000	      795.21997	      6.96600 	18.100200	0.009500	     3568.69995	      7.59510	15.880600	0.002300	 2.2195	       	     	3567.0 	2.8748	1.4610	      	         	0.00
-0.0292	-0.2667	-0.0191	 1176.006000000	   108.618000000	  239.521000000	1.364	16	311.68558513926	0.0627	 45.26282497611	0.0672	2070173622500094080	  0.3308 	0.0817	 -3.545	0.127	 -3.666	0.118	0	     2685.00000	      2.28310	17.116000	0.000900	      787.58002	      7.25090 	18.110700	0.010000	     2874.60010	     12.00200	16.115500	0.004500	 1.9952	       	     	       	      	      	      	         	0.00
-0.0217	-0.2502	-0.0588	 1095.084000000	    79.446000000	  311.154000000	1.379	15	311.68940077352	0.0607	 45.26223313974	0.0683	2070173622500094848	  0.6318 	0.0813	 -2.279	0.126	 -2.756	0.120	0	     2646.89990	      2.41710	17.131500	0.001000	      768.04999	      9.66750 	18.137900	0.013700	     2881.10010	      9.25940	16.113000	0.003500	 2.0249	       	     	       	      	      	      	         	0.96
 0.0252	-0.3645	-0.0133	 1115.281000000	    92.094000000	  279.521000000	1.349	16	311.68560493107	0.0647	 45.27154672377	0.0703	2070173618200283648	  1.4021 	0.0845	 -5.954	0.133	-11.075	0.122	0	     2251.89990	      2.01910	17.307000	0.001000	      631.75000	      6.85980 	18.350000	0.011800	     2407.00000	      8.61120	16.308200	0.003900	 2.0418	       	     	       	      	      	      	         	0.00
