pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
 0.2924	-0.3021	 0.3461	  604.890000000	    51.200000000	  145.729000000	1.364	 9	263.55973770862	0.1671	-35.26161245790	0.1265	5974855964711020672	  0.6959 	0.1870	 -0.686	0.297	 -1.180	0.219	0	     1580.59998	      2.61310	17.691300	0.001800	      386.50000	      7.54870 	18.883500	0.021200	     1769.80005	     12.14500	16.642100	0.007500	 2.2414	       	     	       	      	      	      	         	0.03
 0.3059	-0.3079	 0.3548	  450.079000000	    22.141000000	   55.291000000	1.452	 9	263.56057359929	0.2043	-35.26082692210	0.1545	5974855964711021312	  0.3344 	0.2298	 -0.654	0.362	 -2.231	0.267	0	     1100.09998	      2.44430	18.084800	0.002400	      256.57001	     11.58800 	19.328400	0.049000	     1340.50000	     24.24400	16.943800	0.019600	 2.3846	       	     	       	      	      	      	         	0.36
 0.2076	-0.2712	 0.4033	  735.061000000	    23.995000000	  189.923000000	1.425	10	263.56474610928	0.1516	-35.26519837767	0.1127	5974855964699426048	  0.2868 	0.1661	 -0.362	0.252	 -2.222	0.194	0	     2255.30005	      3.06820	17.305300	0.001500	      568.87000	     23.70800 	18.463900	0.045200	     2645.30005	     13.92800	16.205700	0.005700	 2.2581	       	     	       	      	      	      	         	0.45
 0.4553	-0.2268	 0.3104	 1023.236000000	    68.196000000	  309.495000000	1.504	10	263.55534499561	0.1074	-35.26322889554	0.0845	5974855969051434496	  0.3453 	0.1157	 -3.501	0.217	 -1.122	0.157	0	     3796.50000	      3.71030	16.739900	0.001100	      634.42999	      9.30320 	18.345400	0.015900	     5077.10010	     16.40500	15.497900	0.003500	 2.8475	       	     	3921.5 	      	      	      	         	0.00
 0.2683	-0.1138	 0.4352	 1418.707000000	   213.067000000	  473.993000000	1.350	10	263.55493263212	0.0501	-35.25990731210	0.0391	5974855969051438336	  0.6071 	0.0586	 -0.377	0.095	 -3.443	0.071	0	    10202.00000	      7.19120	15.666600	0.000800	     3133.00000	     14.70400 	16.611500	0.005100	    10638.00000	     22.44400	14.694700	0.002300	 1.9167	       	     	3818.0 	      	      	  3.28	    2.059	0.00
 0.3649	-0.2550	 0.3243	  625.450000000	    33.424000000	  110.576000000	1.470	10	263.56302428910	0.1617	-35.25678835120	0.1259	5974855969051435264	  0.6366 	0.1709	 -5.118	0.297	 -7.561	0.213	0	     1589.50000	      2.54130	17.685200	0.001700	      369.42999	     11.05300 	18.932600	0.032500	     1966.59998	     17.78500	16.527600	0.009800	 2.4049	       	     	       	      	      	      	         	0.00
 0.2805	-0.2190	 0.4432	  586.796000000	    27.182000000	  120.729000000	1.378	11	263.56906765242	0.1719	-35.25979977808	0.1287	5974855964700930944	  0.2485 	0.1870	 -0.761	0.283	 -2.697	0.214	0	     1304.80005	      2.22350	17.899500	0.001900	      343.84000	     12.64900 	19.010500	0.039900	     1454.69995	     12.04900	16.855000	0.009000	 2.1555	       	     	       	      	      	      	         	0.26
 0.1785	-0.2772	 0.4321	  267.044000000	    22.339000000	   68.600000000	1.514	10	263.58187403994	0.3894	-35.24616886330	0.3081	5974856106479508864	  0.2752 	0.4534	 -2.525	0.704	 -3.065	0.535	0	     1203.59998	      4.50700	17.987200	0.004100	      297.70001	     13.32700 	19.166900	0.048600	     1524.09998	     22.21700	16.804400	0.015800	 2.3626	       	     	       	      	      	      	         	0.00
 0.3753	-0.2496	 0.3446	  430.323000000	    30.062000000	   91.461000000	1.628	10	263.57077822059	0.2004	-35.25035279790	0.1553	5974856067790245120	  0.6155 	0.2169	 -0.397	0.373	 -1.570	0.269	1	     1086.50000	      2.52480	18.098300	0.002500	      218.57001	      7.27080 	19.502400	0.036100	     1550.40002	     16.95200	16.785800	0.011900	 2.7166	       	     	       	      	      	      	         	0.32
 0.4150	-0.1687	 0.3620	 1060.360000000	    95.450000000	  209.803000000	1.369	11	263.57170310563	0.0847	-35.26006148665	0.0652	5974856067778646400	  0.3808 	0.0875	 -0.218	0.159	 -0.925	0.118	0	     4375.50000	      4.12640	16.585800	0.001000	     1400.90002	     14.67700 	17.485300	0.011400	     4591.20020	     21.88300	15.607100	0.005200	 1.8782	       	     	3970.8 	      	      	      	         	0.00
