pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb
---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---
-------	-------	-------	---------------	----------------	---------------	-----	--	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	---------------	-------------	---------	--------	---------------	--------------	---------	--------	---------------	-------------	---------	--------	-------	-------	-----	-------	------	------	------	---------	----
-0.2733	-0.0531	 0.2713	 1390.959000000	   142.992000000	  359.690000000	1.300	15	  8.87807163050	0.0645	 62.77457735207	0.0537	 430713854616309888	  0.5036 	0.0826	 -0.620	0.118	  0.187	0.095	0	     2850.60010	      2.04940	17.051000	0.000800	     1077.40002	      7.53470 	17.770400	0.007600	     2628.89990	      7.30870	16.212500	0.003000	 1.5580	       	     	4390.5 	      	      	      	         	0.00
-0.2161	-0.1401	 0.2386	  765.104000000	    79.351000000	  144.452000000	1.311	15	  8.85268820489	0.1231	 62.77224235272	0.1004	 430713820256563328	  0.4229 	0.1338	 -4.723	0.229	 -0.096	0.184	0	     1199.00000	      1.56720	17.991300	0.001400	      477.10999	      6.01270 	18.654800	0.013700	     1094.59998	      7.57750	17.163800	0.007500	 1.4910	       	     	       	      	      	      	         	0.00
-0.4098	-0.1612	 0.2751	  393.596000000	    32.653000000	   70.930000000	1.382	16	  8.88211100671	0.2253	 62.76933399032	0.1983	 430713785896797952	  0.6435 	0.2967	 -3.737	0.471	  0.839	0.350	0	      416.07001	      1.05710	19.140500	0.002800	      136.19000	      4.17080 	20.016000	0.033300	      438.73001	      6.18540	18.156400	0.015300	 1.8596	       	     	       	      	      	      	         	0.01
-0.2180	-0.2613	 0.2139	  713.937000000	    27.746000000	  117.373000000	1.349	15	  8.63572236663	0.1137	 62.75471725646	0.1076	 430715778761571328	  0.6143 	0.1509	 -1.948	0.230	 -4.404	0.193	0	      910.75000	      1.27570	18.289900	0.001500	      332.00000	     11.96600 	19.048500	0.039100	      896.47998	      7.63790	17.380600	0.009300	 1.6680	       	     	       	      	      	      	         	0.00
-0.2154	-0.2357	 0.1874	  606.074000000	    39.180000000	  144.520000000	1.435	14	  8.61426147382	0.1269	 62.76101784765	0.1170	 430715783063854848	  0.4712 	0.1609	 -1.708	0.240	 -0.639	0.230	0	      835.69000	      1.37890	18.383300	0.001800	      259.37000	      6.62000 	19.316600	0.027700	      940.06000	      6.50470	17.329000	0.007500	 1.9876	       	     	       	      	      	      	         	0.03
-0.3063	-0.2269	 0.2807	 2499.382000000	   330.821000000	  426.068000000	1.252	17	  8.62581938538	0.0293	 62.75686543414	0.0281	 430715783063855872	  0.9439 	0.0409	  1.506	0.057	 -3.007	0.053	0	     8383.29980	      3.35410	15.879800	0.000400	     3749.19995	     11.33300 	16.416600	0.003300	     6746.79980	     15.83500	15.189200	0.002500	 1.2274	       	     	4876.5 	0.5550	0.3040	  0.91	    0.422	0.00
-0.2575	-0.2275	 0.2611	  811.488000000	    72.551000000	  195.157000000	1.378	15	  8.63083765576	0.0981	 62.76016672856	0.0881	 430715783063855232	  0.3030 	0.1278	 -0.397	0.186	  0.519	0.156	0	     1290.90002	      1.59080	17.911100	0.001300	      396.45999	      5.46460 	18.855900	0.015000	     1382.00000	      7.08140	16.910700	0.005600	 1.9452	       	     	       	      	      	      	         	0.00
-0.2269	-0.2385	 0.1534	  644.515000000	    21.412000000	  162.356000000	1.504	13	  8.62868814356	0.1265	 62.75910349830	0.1198	 430715783063855488	  0.1023 	0.1679	 -3.312	0.235	 -0.381	0.211	0	      873.79999	      1.35570	18.334800	0.001700	      183.69000	      8.57890 	19.691200	0.050700	     1130.09998	      6.96080	17.129100	0.006700	 2.5621	       	     	       	      	      	      	         	0.12
-0.2060	-0.2175	 0.2424	  742.777000000	    27.230000000	  196.718000000	1.524	17	  8.56282130341	0.1095	 62.76430899932	0.0999	 430716023582021888	  0.0387 	0.1481	 -0.736	0.210	 -0.249	0.182	0	     1126.69995	      1.51680	18.058900	0.001500	      205.94000	      7.56290 	19.567100	0.039900	     1510.69995	      7.67970	16.814000	0.005500	 2.7531	       	     	       	      	      	      	         	0.00
-0.2056	-0.1845	 0.2994	  585.372000000	    34.017000000	  140.701000000	1.321	13	  8.56443320385	0.1297	 62.77123170380	0.1327	 430716057941759232	 -0.2689 	0.1785	 -1.780	0.258	 -0.068	0.233	0	      830.47998	      1.41870	18.390000	0.001900	      302.72000	      8.89920 	19.148800	0.031900	      794.44000	      5.64630	17.511800	0.007700	 1.6370	       	     	       	      	      	      	         	0.00
