pmRApmDEcor	PlxpmRAcor	PlxpmDEcor	RFG	RFBP	RFRP	E(BR/RP)	Nper	[Fe/H]temp	RAdeg	e_RAdeg	DEdeg	e_DEdeg	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BR-RP)	Rad	Lum	Pmemb	Cluster
---	---	---	---	---	---	---	---	---	deg	mas	deg	mas	---	mas	mas	mas/yr	mas/yr	mas/yr	mas/yr	---	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	e-/s	e-/s	mag	mag	mag	km/s	km/s	K	mag	mag	solRad	solLum	---	---
-------	-------	-------	---------	---------	---------	-----	--	----	---------------	------	---------------	------	-------------------	---------	------	-------	-----	-------	-----	-	------------	-------------	-------	------	-------------	---------------	-------	------	-------------	--------------	-------	------	-------	-------	-----	-------	------	------	------	---------	-------	--------------------
 0.0612	 0.0138	 0.1629	  859.505	   41.187	  192.29 	1.523	11	 ---	 75.16478896679	0.1116	 44.42156554657	0.0931	 205400767917053440	  0.2261 	0.123 	  1.091	0.224	 -1.363	0.171	0	     2041.4 	      2.3751 	17.4135	0.0013	      340.34 	       8.2633  	19.0216	0.0264	      2768.9 	     14.4     	16.1561	0.0056	 2.8655	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.2  	Berkeley_15
-0.1078	 0.2233	 0.2589	 2073.944	  272.626	  412.436	1.309	11	 ---	 75.84209521459	0.043 	 44.39379270505	0.0354	 205576582400643328	  0.3032 	0.0494	  0.057	0.08 	 -1.353	0.061	0	    12190.0 	      5.8776 	15.4734	0.0005	     4549.8  	      16.689   	16.2064	0.004 	     11405.0 	     27.652   	14.6192	0.0026	 1.5872	   --- 	 --- 	4456.62	---   	---   	  --- 	    ---  	  0.2  	Berkeley_15
-0.0398	 0.2196	 0.3229	  921.642	  100.415	  186.771	1.334	12	 ---	 75.74994975609	0.0844	 44.42216551905	0.0719	 205580155814460544	  0.1813 	0.1027	 -0.024	0.151	 -0.35 	0.122	0	     2869.5 	      3.1135 	17.0439	0.0012	      989.24 	       9.8515  	17.8631	0.0108	      2838.6 	     15.198   	16.1292	0.0058	 1.734 	   --- 	 --- 	4135.63	---   	---   	  --- 	    ---  	  0.2  	Berkeley_15
-0.1907	 0.2626	 0.2933	  747.302	   41.116	  161.285	1.406	12	 ---	 75.61834461639	0.1352	 44.39124291975	0.118 	 205579125021284352	  0.206  	0.1498	  1.262	0.264	 -0.626	0.202	0	     1617.0 	      2.1638 	17.6666	0.0015	      426.45 	      10.372   	18.7767	0.0264	      1847.7 	     11.456   	16.5954	0.0067	 2.1813	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.3  	Berkeley_15
-0.125 	 0.2805	 0.2862	  689.759	   44.379	  113.048	1.389	11	 ---	 75.7775922487 	0.1374	 44.43218004357	0.1162	 205580224532996096	  0.4369 	0.1632	  0.208	0.251	 -1.464	0.199	0	     1303.9 	      1.8904 	17.9002	0.0016	      354.95 	       7.9983  	18.976 	0.0245	      1455.8 	     12.878   	16.8542	0.0096	 2.1218	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.1  	Berkeley_15
-0.1648	 0.1789	 0.2595	 1626.187	  190.962	  805.507	1.434	12	 ---	 75.73023579142	0.056 	 44.31527022856	0.0464	 205574452096682368	  0.2259 	0.0616	 -0.067	0.108	 -1.189	0.082	0	     9633.3 	      5.9239 	15.7289	0.0007	     2076.5  	      10.874   	17.058 	0.0057	     11740.0 	     14.574   	14.5878	0.0013	 2.4702	   --- 	 --- 	3373.5 	2.447 	1.2103	  --- 	    ---  	  0.1  	Berkeley_15
-0.2886	 0.2457	 0.2042	  730.205	   39.624	  131.878	1.359	12	 ---	 75.70156775336	0.1541	 44.34606233311	0.1271	 205575452825389568	  0.3803 	0.1606	 -0.123	0.303	 -0.611	0.223	0	     1297.0 	      1.7762 	17.906 	0.0015	      377.28 	       9.5215  	18.9097	0.0274	      1384.9 	     10.501   	16.9084	0.0082	 2.0013	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.2  	Berkeley_15
-0.3185	 0.2848	 0.1508	 1536.077	   98.824	  317.155	1.519	11	 ---	 75.68875648671	0.0778	 44.33435474148	0.063 	 205575212307222528	  0.1948 	0.0808	 -0.025	0.15 	 -0.462	0.108	0	     8300.4 	      5.4036 	15.8906	0.0007	     1233.9  	      12.486   	17.6232	0.011 	     11377.0 	     35.871   	14.6219	0.0034	 3.0013	   --- 	 --- 	3961.54	2.782 	1.4093	  --- 	    ---  	  0.3  	Berkeley_15
-0.1182	 0.3049	 0.372 	  888.485	   49.694	  166.137	1.358	10	 ---	 75.89419702685	0.1367	 44.52083379205	0.1087	 205604345069469056	  0.5107 	0.1574	  1.128	0.214	 -0.377	0.178	0	     1778.1 	      2.0013 	17.5635	0.0012	      545.89 	      10.985   	18.5086	0.0218	      1868.3 	     11.246   	16.5833	0.0065	 1.9253	   --- 	 --- 	   --- 	---   	---   	  --- 	    ---  	  0.1  	Berkeley_15
