# %ECSV 1.0
# ---
# datatype:
# - name: _r
#   unit: ''
#   datatype: float64
#   format: '{:7.4f}'
#   description: Distance from center (098.55820660000+08.03809416000)[ICRS], at Epoch=J2016.0
#   meta: !!omap
#   - {ucd: POS_ANG_DIST_GENERAL}
#   - {width: 7}
#   - {precision: '4'}
# - name: Source
#   datatype: int64
#   description: Source identifier, identical to the Gaia-EDR3 source_id (id)
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {width: 19}
# - name: RA_ICRS
#   unit: deg
#   datatype: float64
#   format: '{:15.11f}'
#   description: Barycentric right ascension (ICRS) at Ep=2016.0 (ra)
#   meta: !!omap
#   - {ucd: POS_EQ_RA_MAIN}
#   - {width: 15}
#   - {precision: '11'}
# - name: DE_ICRS
#   unit: deg
#   datatype: float64
#   format: '{:15.11f}'
#   description: Barycentric declination (ICRS) at Ep=2016.0 (dec)
#   meta: !!omap
#   - {ucd: POS_EQ_DEC_MAIN}
#   - {width: 15}
#   - {precision: '11'}
# - name: rgeo
#   unit: pc
#   datatype: float64
#   format: '{:15.8f}'
#   description: '? Median of the geometric distance posterior (r_med_geo)'
#   meta: !!omap
#   - {ucd: PHYS_DISTANCE_TRUE}
#   - {width: 15}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: b_rgeo
#   unit: pc
#   datatype: float64
#   format: '{:14.8f}'
#   description: '? 16th percentile of the geometric distance posterior (r_lo_geo)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 14}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: B_rgeo
#   unit: pc
#   datatype: float64
#   format: '{:14.8f}'
#   description: '? 84th percentile of the geometric distance posterior (r_hi_geo)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 14}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: rpgeo
#   unit: pc
#   datatype: float64
#   format: '{:15.8f}'
#   description: '? Median of the photogeometric distance posterior (r_med_photogeo)'
#   meta: !!omap
#   - {ucd: PHYS_DISTANCE_TRUE}
#   - {width: 15}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: b_rpgeo
#   unit: pc
#   datatype: float64
#   format: '{:14.8f}'
#   description: '? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 14}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: B_rpgeo
#   unit: pc
#   datatype: float64
#   format: '{:14.8f}'
#   description: '? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 14}
#   - {precision: '8'}
#   - values: {'null': .nan}
# - name: Flag
#   datatype: int32
#   description: Flag (flag) (1)
#   meta: !!omap
#   - {ucd: CODE_MISC}
#   - {width: 5}
# meta: {ID: I_352_gedr3dis, description: Estimating distances from parallaxes (1467744818 sources), name: I/352/gedr3dis}
# schema: astropy-2.0
_r Source RA_ICRS DE_ICRS rgeo b_rgeo B_rgeo rpgeo b_rpgeo B_rpgeo Flag
21.9967 3325972130847744256 98.89187689712 7.87934184223 1253.8031 1214.78284 1294.46252 1243.73035 1207.72815 1282.62451 10033
22.0015 3325990066636784128 98.33079253893 7.74874755949 1281.53699 609.186707 2403.72827 6379.18213 5510.75928 8102.79053 10033
22.011 3325961311829764736 98.62395683283 7.67707252477 1209.15625 1109.54395 1313.43542 1229.58142 1130.78601 1325.06592 10033
22.0173 3326227904741102976 98.24482210391 8.23408665104 1314.82422 978.541443 2001.14233 3289.56104 2702.65112 4326.00293 10033
22.0179 3326009067567784192 98.19576037052 7.96166925351 1286.73206 1154.1709 1448.76428 1242.37097 1121.29504 1384.80969 10033
22.0263 3326234403029979648 98.29334733752 8.29506032739 1566.86584 1433.48901 1734.97327 1579.29114 1441.37097 1713.83582 10033
22.0328 3326039652031895680 98.21418179108 8.17537409522 1315.47827 1267.39429 1369.23145 1308.41736 1261.79749 1367.98401 10033
22.0359 3326067788361802880 98.92587078823 7.98978739208 1435.40894 1294.43213 1709.24268 1459.01099 1310.46399 1614.76892 10033
22.0431 3325958219452917504 98.83301572111 7.79134875555 1417.46399 1347.31689 1470.06628 1419.13513 1352.88989 1499.59717 10033
22.0433 3326142761311936000 98.50558353841 8.40177284801 1707.91455 1475.67627 1938.01562 1767.13013 1580.60278 1982.4928 10033
22.053 3326234403029433600 98.29390848798 8.29625881618 1562.25818 1516.12683 1598.92761 1559.90698 1531.83105 1595.34778 10033
22.0531 3325951553663745792 98.71593093449 7.70540188882 1443.13647 1351.55432 1557.78821 1447.78528 1360.66992 1529.70593 10033
22.0612 3325972100787175936 98.88672161784 7.86681216864 1225.35449 1193.099 1263.45911 1213.60278 1183.35547 1253.91101 10033
22.0636 3325961449268453760 98.58340688224 7.67121577517 1497.91406 1316.19397 1735.71814 1588.67773 1375.47461 1791.1521 10033
22.0668 3325938943639242624 98.50794730991 7.67369887037 1273.77869 1192.35461 1375.14978 1274.52441 1193.81799 1371.78748 10033
22.073 3326009174944012672 98.19193872331 7.97654141943 1439.36743 1394.81592 1483.39099 1432.76855 1400.51721 1467.38342 10033
22.0749 3326123348059107584 98.86467191493 8.24624076627 1512.19739 1396.27942 1636.23547 1505.10864 1395.45325 1654.39453 10033
22.0755 3325990891265724672 98.30111901461 7.77252835579 1634.15857 890.80603 2899.1604 977.743408 810.751465 1152.90125 10033
22.0838 3325972959780604288 98.91496120277 7.93487587346 1469.31787 1384.98181 1559.03613 1473.02771 1388.15466 1566.31946 10033
22.0848 3325958730549306624 98.86488808132 7.83019586161 1382.53552 1349.57434 1414.74133 1384.52856 1354.17212 1423.52905 10033
22.0889 3326123352354291840 98.86521327142 8.24587000438 1557.07727 1303.02246 1906.81213 2043.11768 1696.59314 2530.65234 10033
22.0897 3326236185446554112 98.3653264943 8.3528895265 1168.26245 745.759583 1639.88635 732.053467 638.841919 867.245239 10133
22.0938 3325951618083734016 98.73677223085 7.71512803489 1509.38452 1265.14001 1850.50256 1489.70667 1281.24109 1740.45557 10033
22.0956 3326009071865249024 98.19514753963 7.95837275306 1743.55774 1497.43909 2074.41895 1908.85437 1631.71521 2387.48364 10033
22.1022 3326032913227563904 98.18737858887 8.00874293632 1540.07471 764.612793 2338.45215 2079.00513 1775.84888 2485.67871 10033
22.1471 3326074351072022656 98.91931431538 8.12989896109 1567.4165 1203.34375 2032.19861 2039.79395 1734.94263 2493.21753 10033
22.1598 3326139772014166912 98.74990098495 8.35496071575 1469.44946 1386.43896 1574.9519 1461.08765 1376.46143 1572.57751 10033
22.1694 3325951515004508928 98.72432998603 7.70727119166 1648.51135 1436.44409 1887.80042 1600.2135 1410.04089 1873.95691 10033
22.1745 3326127746105718912 98.78132292834 8.33442983836 1245.25146 1193.00696 1309.79541 1259.17297 1192.27673 1333.95117 10033
22.1816 3325941795497556864 98.43255302925 7.68998581146 1574.13318 1467.02136 1664.33191 1598.11926 1497.0094 1727.34009 10033
22.1976 3326072117688998784 98.92485846869 8.10942715952 1600.97168 937.993958 4218.18408 3542.30835 2947.33008 4694.43555 11033
22.2072 3326068647357708672 98.9318603655 8.04834087555 1579.50024 671.22168 3423.66113 5902.64844 4690.55566 8009.19385 21033
22.208 3326143658957129856 98.62961805349 8.40141602818 1745.25842 747.960876 3241.14624 5377.35059 4436.85938 7413.19043 10033
22.2085 3325952167847379840 98.79480877698 7.75159793374 1673.95813 1510.17151 1968.927 1668.67664 1503.78064 1889.13306 10033
22.2177 3325941864217021824 98.47254983786 7.67765292249 1542.71179 1441.17639 1670.74512 1571.18433 1437.24963 1718.37671 10033
22.2211 3326007452659920512 98.21167431375 7.89886753399 1278.64661 1110.3512 1503.53406 1387.56934 1212.21826 1610.2666 10033
22.2237 3325951549364713088 98.71829165232 7.70336153703 1318.79602 793.824585 2932.67578 989.570007 837.912048 1158.047 10033
22.2405 3326142417714426496 98.57794838994 8.4082534781 1321.90649 1230.44727 1411.51929 1375.09851 1276.97034 1465.02539 10033
22.2747 3326009071864802560 98.19186416699 7.95925757402 1500.91162 1315.18909 1701.32898 1720.1416 1488.79175 2027.55737 10033
22.2781 3325961311829486592 98.62387197678 7.67253463043 1367.92639 1299.06885 1445.56848 1364.79944 1294.38416 1433.99329 10033
22.2888 3326236185438397568 98.35449358075 8.35009074039 1210.42236 712.199463 2414.16968 1802.5647 1574.45898 2065.37524 10033
22.3089 3326143693319005056 98.59897732821 8.40771316204 1535.72681 1152.03003 2114.61816 1052.21606 958.693359 1176.79492 10033
22.309 3326233883335142272 98.2594068074 8.26339737485 1458.16028 1425.87 1485.75073 1457.41956 1429.05139 1482.72278 10033
22.318 3326039480233209088 98.20203716861 8.15649901738 1693.40332 1228.62085 2432.27197 1784.54773 1505.88977 2420.47607 10033
22.3262 3326074836403727488 98.90444253506 8.18289545289 1176.60242 896.777649 1976.97534 889.742065 800.965698 1001.638 10033
22.3319 3326140802806716544 98.64681167728 8.399813334 1480.51624 1344.11499 1655.31433 1608.01221 1465.85779 1825.50781 10033
22.3364 3326140807101400320 98.64433135729 8.40047723604 1638.18848 1483.31189 1794.08765 1622.5481 1469.06335 1774.38586 10033
22.3456 3326142971764508928 98.48309320442 8.40302477775 1731.58411 1487.90967 2133.33423 1928.16064 1645.26648 2322.77393 10033
22.3507 3325989796052080512 98.34018133622 7.7345729089 1267.82886 1190.28296 1368.72156 1276.56543 1175.82874 1398.76697 10033
22.3528 3326067998816454528 98.93390269566 8.01816626508 1599.23108 1411.39563 1806.50427 1739.71814 1524.40149 1999.00427 10033
22.3666 3325961410616390272 98.60655172649 7.66840636307 1640.68909 1301.3031 2209.0752 1333.12976 1211.42517 1574.32385 10033
22.3678 3326071640948646912 98.9340283313 8.06054964608 1540.68335 1368.66638 1749.1134 1556.71814 1384.94592 1756.62781 10033
22.375 3325951480652386560 98.71436081338 7.69877218562 1517.97925 731.840149 2486.67725 1348.38501 1092.84326 1760.66016 20033
22.3764 3326074664605040896 98.91404304115 8.16047725123 1482.43677 1375.76514 1599.5835 1485.15784 1374.29443 1611.20264 10033
22.3873 3326036078619139200 98.18158926069 8.05062435879 1317.54333 1237.38098 1420.96326 1331.34631 1231.20483 1427.57043 10033
22.388 3326123279340018560 98.87291072703 8.24346114625 1432.34656 824.495667 2319.85083 4078.01074 3362.49585 5614.16748 20033
22.3888 3326140497863744256 98.69133096435 8.38720478439 1527.46899 1402.57349 1673.00574 1575.63782 1462.93982 1734.74707 10033
22.3927 3325958764909466112 98.87097429267 7.82994124229 1725.46411 1482.32703 1939.92676 1626.89844 1449.59326 1813.60876 10033
22.411 3325994125379114752 98.26791689764 7.79967032931 1560.19397 1507.72485 1620.28687 1570.88806 1492.73596 1647.08704 10033
22.4137 3326143001829878400 98.48050514832 8.40365407295 1260.41296 1234.34717 1285.02588 1258.39197 1238.77148 1286.68457 10033
22.4262 3326143899477435520 98.59312218651 8.41026308292 1330.13733 1274.8739 1396.74109 1352.60266 1277.76965 1446.56982 10033
22.4271 3325951622383208960 98.74772835949 7.71487330376 1279.90088 1182.00317 1403.09753 1316.47327 1211.25159 1411.73242 10033
22.4341 3326127711747270784 98.80191211827 8.32377391878 1386.8634 538.831116 2716.09888 1408.00671 1110.89636 1726.94751 20033
22.4475 3326068578635844736 98.93604068682 8.03666515626 1622.4325 1306.50549 2051.96484 1600.30225 1384.91248 1941.55823 10033
22.4526 3326234604898500608 98.29141838177 8.3032255824 1314.53967 967.446716 2159.25781 829.498474 734.827332 1458.38354 10033
22.4554 3325938668761936896 98.5247797157 7.66530486851 1486.2998 1344.03198 1757.8501 1598.96167 1392.26147 1913.68884 10033
22.4644 3326143212282671488 98.55278380802 8.41246281854 1280.69788 1255.8064 1313.97815 1277.87671 1247.63428 1306.16785 10033
22.4709 3325991166148098688 98.27342711225 7.7917193206 1647.11023 787.701233 2816.30859 5398.2041 4382.44482 7168.63965 20033
22.4811 3326234226933111168 98.27318318005 8.28464482981 1464.30627 1005.26453 3632.45654 2301.53809 1909.65662 2945.17285 10033
22.4858 3326143727679171712 98.60758434201 8.40965719162 1451.94287 1357.729 1562.02844 1453.91931 1385.24255 1553.92395 10033
22.4951 3326072048969524736 98.92984655749 8.11001332008 1730.73315 1600.03137 1858.2793 1746.67969 1625.96558 1913.46887 10033
22.4956 3326008964488543488 98.18960208093 7.95248276209 1313.64087 1038.42444 1894.73523 1431.37231 1265.67065 1655.1377 10033
22.4958 3325951961681162880 98.79727398392 7.74740965076 1321.16638 1109.93079 1668.49719 1203.36414 1118.70178 1356.05969 10033
22.4993 3325941554979382656 98.46369505609 7.67498237186 1627.54248 1289.25122 2075.54175 1448.62939 993.75824 1795.52124 10133
22.5042 3326126680953784704 98.8349758749 8.29426200406 1706.67798 1004.729 3084.66992 1155.83984 1010.78802 1321.51904 10033
22.5173 3326143207988411136 98.54775994254 8.4132393639 1433.06506 1021.73486 2136.66772 1128.95886 983.531799 1286.1908 10033
22.5233 3325958661830239744 98.86703839941 7.82048417438 1368.80957 1107.7395 1775.08667 1158.87402 1035.52856 1276.86182 10033
22.5238 3326128055343384192 98.75955234397 8.35622342603 1631.29431 1393.08984 1987.2511 1740.22424 1523.05334 2077.2627 10033
22.5298 3326140566583222656 98.67750163695 8.39454447082 1372.19788 1330.01868 1409.78064 1356.35486 1322.78308 1387.96985 10033
22.5352 3325949938756065664 98.67474349518 7.68068939882 1629.56445 1335.07935 2029.95276 1511.68494 1277.95618 1796.03418 10033
22.5362 3326009140584277376 98.18466692816 7.97288305075 1373.61047 1272.72937 1471.17798 1381.00317 1288.32153 1493.64453 10033
22.5403 3325973058560734336 98.92377991345 7.93776191823 1664.98584 1486.65857 1910.94641 1630.3252 1457.38257 1896.73254 10033
22.5488 3326073599453716864 98.92988785748 8.11435340314 1319.09497 1158.14661 1541.21338 1398.91504 1288.38904 1558.65759 10033
22.5497 3326068578635839872 98.93772332281 8.03272653584 1508.62842 1152.42542 2134.99976 1271.23865 1138.40747 1412.65381 10033
22.5543 3325991136081880704 98.27930180905 7.78316298507 1258.82861 1117.50635 1421.4967 1484.03711 1308.17822 1719.80127 10033
22.566 3325973097219546496 98.92931977997 7.95814070552 1680.75549 1584.56873 1781.79224 1610.95679 1538.63538 1695.35803 10033
22.5693 3325989967850775552 98.33549574708 7.73342116579 1437.88818 1250.70251 1821.57935 1497.98242 1321.63623 1747.12952 10033
22.6003 3326142490728164352 98.56259118871 8.41474017457 1494.71814 1330.47937 1793.06006 1632.02637 1436.91882 1860.50256 10033
22.6031 3326039548952683264 98.20242342594 8.17170347805 1674.51672 1596.42834 1769.07324 1653.1488 1581.7915 1761.55811 10033
22.608 3326140566583223424 98.67185226238 8.39771400924 1184.49048 1166.2926 1205.203 1186.47949 1162.9541 1210.39771 10033
22.6163 3326071739731823872 98.93744881486 8.07097408088 1518.53235 1071.81714 2327.85059 2419.09326 2088.40039 2985.79541 10033
22.6228 3325994395960783488 98.24712636201 7.82075791591 1190.98438 662.218689 1769.96545 5004.80225 3891.34253 7104.97705 10033
22.6336 3325942448332599936 98.40157342786 7.6942548011 1392.93567 1329.08252 1457.76099 1414.83484 1346.38245 1495.6748 10033
22.6454 3326236769562126848 98.41790498181 8.38904321184 1675.14868 1019.50299 2428.96509 1493.32263 1304.76172 1783.79041 10033
22.6525 3325958661830722816 98.86862163131 7.81897377928 1665.82556 887.765381 2958.01978 5665.95996 4648.73877 6950.09814 20033
22.6541 3326007899340287744 98.19843293041 7.91314554451 1168.18372 1018.40826 1297.1012 1134.85132 1019.13184 1288.53613 10033
22.6619 3326039544659324928 98.19851045271 8.16396526847 1549.54553 1362.90063 1766.35168 1651.14941 1478.18884 1878.30688 10033
22.6645 3326140738381917952 98.65892337132 8.40244582702 1381.70837 1298.00598 1457.53491 1409.55823 1317.13184 1502.89453 10033
22.6677 3326236769554084608 98.4194469876 8.39004322993 1687.51892 1594.69434 1767.9873 1653.06628 1587.30933 1726.40442 10033
22.6844 3326236636412329088 98.39517868988 8.38000555035 1191.29993 1159.50342 1228.49402 1193.51807 1160.43335 1230.68872 10033
22.6853 3325941795494339456 98.42932288116 7.68221497952 1166.63794 1103.13916 1230.61365 1207.87659 1154.72949 1269.59436 10033
22.6895 3326039548952684160 98.19999136408 8.16937742148 1336.38293 1121.66248 1676.56152 1445.10266 1260.30286 1843.26636 10033
22.6925 3325961311829487360 98.62862248969 7.66637451212 1673.94336 1359.72314 2217.15771 1732.18384 1392.90015 2100.41602 10033
22.6966 3326227977758413568 98.23938771319 8.24663039025 1471.40417 1276.521 1724.29871 1800.34753 1587.0094 2047.55981 10033
22.7198 3326236735194321152 98.40374180883 8.38452338608 1744.54492 1078.03296 2975.26685 2722.80273 2292.98413 3688.65283 10033
22.7295 3326139875093396096 98.74241219885 8.37016031888 1561.8717 1397.07556 1761.33716 1547.89355 1402.50208 1715.82336 10033
22.7361 3326039548952685440 98.19728648592 8.16425183123 1669.29529 1579.72852 1767.52454 1660.09302 1587.72229 1750.104 10033
22.7688 3325961311829488768 98.62628509502 7.66465443855 1721.55249 1637.72461 1814.57117 1727.45007 1665.33789 1814.81091 10033
22.7796 3326143246642408960 98.555383936 8.41774435283 1421.19373 1300.28333 1523.39514 1440.2301 1297.73291 1583.66492 10033
22.7848 3326139875093397120 98.73793676082 8.37359716927 1199.2572 1149.64612 1266.74597 1194.31677 1145.73303 1257.38416 10033
22.7936 3325951450584513664 98.76075753214 7.71550637477 1182.35889 1041.46082 1300.64722 1167.67834 1050.73706 1316.60547 10033
22.7964 3326330571644906624 98.44333496629 8.40062458321 1498.73645 1154.70203 2173.86646 2469.14868 2004.91821 3459.0459 10033
22.8002 3325995671567322496 98.20864941119 7.8813908129 1530.65662 1255.66321 1936.1344 1445.73267 1255.58179 1657.54773 10033
22.8009 3326035906820454528 98.17456767832 8.02779479399 1174.85266 1147.40393 1195.02368 1174.80847 1155.44043 1198.26221 10033
22.8033 3325942753272142592 98.36141201934 7.71184132918 1339.20886 1163.10376 1906.52039 1360.80688 1219.80139 1584.92114 10033
22.809 3325938909279518208 98.49502055872 7.66313220687 1463.16687 1388.7301 1527.17053 1442.65747 1385.10217 1499.14685 10033
22.8352 3326128055343574272 98.76288038667 8.36028496455 1549.94739 906.108459 2460.75098 827.981689 709.019348 1035.78357 10033
22.8465 3326139875093395968 98.74286713476 8.37213799425 1216.13489 1128.45129 1315.64209 1319.57861 1218.328 1463.59558 10033
22.8491 3325941726778087040 98.4320997825 7.67834874533 1648.27356 949.052063 2710.1123 2860.48071 2520.33911 3611.68188 10033
22.8556 3325950007475523968 98.71619646313 7.69080265849 1296.74695 1164.00488 1540.66602 1412.81201 1257.5636 1646.91748 10033
22.8634 3326067036744416256 98.93921905794 7.98467344409 1245.66028 1177.00378 1310.30969 "" "" "" 10099
22.8649 3326067032447397760 98.93930908688 7.98512441463 1394.42554 1096.96252 1806.35632 1280.89929 1196.66858 1385.48523 10033
22.8855 3325972646243343360 98.91929057953 7.90538888879 1682.28613 1640.6394 1723.03101 1698.45398 1661.03955 1747.51025 10033
22.8939 3326122523425368320 98.89048416741 8.23147056112 1196.62793 1069.12793 1337.64746 1231.7489 1114.80347 1346.96594 10033
22.908 3325941726778088448 98.43035789869 7.67791155573 1618.67883 1570.42957 1672.43823 1622.35986 1571.7594 1669.62842 10033
22.9108 3326140772742823936 98.66217416244 8.40581596034 1401.86145 764.607483 2303.61816 "" "" "" 10099
22.9173 3326067891441028736 98.94144271831 7.99477584666 1601.15454 1190.79932 2471.75879 2030.56714 1767.02917 2475.99341 10033
22.9203 3326009136287301248 98.17873132029 7.96940861014 1687.29846 1433.03357 2079.73218 1683.33508 1509.72864 1996.94373 10033
22.9306 3326039548952684288 98.1966872381 8.17211283792 1721.75452 1650.9187 1805.24194 1738.7793 1651.44214 1842.57324 10033
22.9317 3326126616526822272 98.84768167421 8.29101125661 1376.3064 1320.42334 1427.92554 1385.69238 1331.70459 1435.4447 10033
22.9345 3326330537282125952 98.4395608711 8.40185124016 1598.88391 1221.70825 2208.55884 1917.30005 1635.771 2274.54688 10033
22.9466 3325937912847678336 98.58059124649 7.65629425444 1225.37561 1059.51233 1578.80725 1244.59888 1135.21045 1390.65442 10033
22.9727 3326330575937320064 98.45294123668 8.40652628208 1355.47107 1269.00464 1449.38293 1394.46606 1289.47644 1508.25623 10033
22.9835 3325941692418353792 98.42061697572 7.68010374927 1300.43799 1223.79346 1382.78918 1305.05969 1246.54614 1372.71777 10033
22.9843 3325994468976500736 98.23752003051 7.8239397888 1304.61084 1259.12463 1361.79065 1282.0011 1240.62537 1329.6366 10033
23.0087 3325937981567159424 98.56764747844 7.65472962369 1564.79016 1463.26428 1657.03503 1549.42676 1480.91187 1652.45288 10033
23.0464 3325995220592925824 98.22400767645 7.84320712421 1251.56189 1090.00659 1508.71057 1347.22278 1217.64294 1485.39417 10033
23.0482 3325989688674755200 98.35205406181 7.71273308715 1699.45178 1371.26379 2238.90771 2152.7688 1725.59167 2716.16992 10033
23.0507 3325990861203983744 98.2918585762 7.75882382532 1708.62292 1515.82227 2028.20007 1771.32764 1570.99329 1966.08057 10033
23.0652 3326234192573353856 98.25548152218 8.27888931005 1313.78308 635.005493 2022.53455 1969.32642 1668.90222 2950.71167 10033
23.0865 3326121801870807296 98.9131521882 8.19486535693 1457.27307 1258.67053 1713.35999 1594.73376 1384.99768 1887.14355 10033
23.0941 3326008178512075136 98.18538364343 7.92930871442 1535.91846 1284.39526 1897.89734 1453.5437 1196.79883 1750.22058 10033
23.0943 3326068617291671808 98.9468364856 8.04672361818 1402.81958 1266.69739 1589.79089 1453.56702 1315.19006 1628.1449 10033
23.0944 3326227973460606592 98.22984985195 8.24424241769 1621.18164 1186.07031 2558.86816 1871.20337 1681.5459 2295.7937 10033
23.0994 3326066933664521344 98.94053672426 7.96827278177 1277.84253 1219.40662 1347.56873 1278.84607 1213.47363 1356.15625 10033
23.102 3326074767684249344 98.92347464514 8.17031056757 1387.05225 1344.80579 1437.24231 1370.43298 1335.76782 1414.95349 10033
23.114 3326008174214497280 98.18598149408 7.9261780907 1530.59106 1442.20679 1621.98596 1520.58459 1446.99023 1611.35974 10033
23.1302 3325941451900172672 98.46361805034 7.66415160728 1544.4176 1383.01147 1803.34045 1627.57922 1440.78796 1887.25427 10033
23.1314 3326140944540339584 98.68079818812 8.40402684941 1351.22974 1285.70251 1417.00806 1296.60632 1243.18591 1364.70947 10033
23.1324 3326140871525829632 98.69535755212 8.39894784729 1401.19458 1329.8678 1478.22961 1433.39246 1362.79858 1509.11316 10033
23.1487 3326234089494136704 98.25320395873 8.27829641227 1406.81335 1252.25989 1542.93933 1452.01672 1293.21375 1696.91016 10033
23.1577 3326234231230751744 98.27039735499 8.29848629986 1392.40137 1277.00244 1520.37488 1393.6593 1268.77271 1545.5968 10033
23.1724 3326122248547435520 98.90521514077 8.21458016652 1415.88562 1083.82434 1946.73889 1835.57263 1580.56763 2272.70264 10033
23.1749 3326236808208324480 98.37368037494 8.37843581184 1522.74878 1302.2085 1813.03015 1824.1626 1576.3064 2162.83789 10033
23.1805 3325938836261876352 98.50457739796 7.65542333454 1359.24792 1200.57129 1597.72827 1522.85083 1294.71802 1751.30872 10033
23.1864 3326234196871030656 98.25550288449 8.2821268803 1680.51208 1379.58618 2053.55225 1596.46655 1347.15515 3031.49292 10033
23.1999 3326128059638438784 98.76631992853 8.36532544472 1215.19971 1127.82166 1296.83838 1235.6217 1160.73193 1333.09619 10033
23.2042 3326234231230756992 98.26533025721 8.29406153952 1574.24329 1292.11584 1945.85498 1546.81885 1304.54285 1866.35254 10033
23.2056 3325951897261091328 98.80255075365 7.73642525434 1216.45105 1065.11499 1477.30127 1037.23291 945.815979 1156.91382 10033
23.2184 3325937947207425920 98.55856282696 7.65112075322 1298.64551 1222.52625 1373.86646 1315.29773 1230.33618 1424.0824 10033
23.2345 3325957802836695168 98.82505229945 7.75508581986 1227.21948 1148.78381 1325.73755 1222.70715 1125.10547 1312.35107 10033
23.2379 3325991131783912192 98.26623639219 7.78047403828 1268.09277 1063.39355 1454.75317 1253.45154 1131.88086 1419.85718 10033
23.242 3326140837166465024 98.64906048166 8.41487961593 1288.64453 1012.88062 1718.67505 1027.01562 918.110901 1147.67725 10033
23.2514 3326073629517512448 98.93931970694 8.12639907565 1300.11389 1124.25659 1482.1886 1802.75476 1606.34778 2057.47827 10033
23.2613 3325994365897292416 98.24450383341 7.80622576299 1272.4812 1203.52832 1377.20276 1259.27222 1202.61938 1335.69055 10033
23.2679 3326140940245309056 98.69142004499 8.40279235322 1492.40491 1178.87744 1896.68347 1468.81885 1287.11792 1747.09277 10033
23.2683 3326123657296218496 98.85564491713 8.29049810815 1322.32275 1279.29358 1362.27185 1313.61084 1270.88623 1356.97766 10033
23.2688 3325958425611736704 98.86472035635 7.79678333394 1449.6842 1246.1178 1761.52234 1244.47925 1095.28943 1536.47498 10033
23.2744 3326330575937321856 98.44634026559 8.40986570399 1559.51721 1474.32788 1659.78027 1545.3761 1477.75171 1647.56958 10033
23.2828 3326128093998175488 98.77983894909 8.35818564267 1197.9679 1174.65308 1226.41602 1200.42871 1161.42834 1237.41846 10033
23.2929 3326009449821919232 98.16789068676 8.00163193496 1570.51123 1466.06445 1725.29102 1589.72778 1454.698 1725.92773 10033
23.2955 3326067139822942208 98.94699785511 7.98786793294 1716.78308 1538.23035 1905.32935 1786.23633 1605.58459 2027.5321 10033
23.296 3325942444034439040 98.40214921429 7.68192969524 1206.00281 902.518616 1519.6488 897.468933 747.488037 1354.86353 10033
23.2971 3326074557230496128 98.9308846243 8.15905986362 1423.93555 1213.7146 1678.87292 1684.3739 1474.3623 2010.86304 10033
23.2976 3326126719608639360 98.84613329495 8.30180682023 1390.06396 1343.40955 1437.4613 1379.88049 1332.38232 1437.11768 10033
23.3035 3326037143767378816 98.16881431692 8.08503295567 1689.44189 1463.09448 1979.35583 1937.42004 1640.13538 2279.03662 10033
23.3043 3326007525677057152 98.19072639764 7.90239694259 1421.62781 1322.32043 1531.23193 1418.64624 1343.224 1523.50403 10033
23.3109 3326127883544686208 98.79403905871 8.34866987802 1475.27991 1351.7334 1627.77051 1437.97107 1340.4436 1556.39673 10033
23.3172 3326143796398631936 98.64473938673 8.41715935953 1348.07263 1202.21521 1494.91602 1345.10388 1229.94678 1468.84045 10033
23.3172 3325951446292796160 98.76752418803 7.70940810586 1547.95703 1152.5979 2120.49097 1438.18958 1248.17297 1684.58118 10033
23.3269 3325989658609934848 98.26800837714 7.77631122572 1321.55164 715.283875 2994.27222 4640.81104 3863.39819 6019.39697 10033
23.3301 3326140768446884352 98.66752708384 8.41157249724 1378.45349 1335.95618 1413.6803 1370.06311 1329.07263 1409.26953 10033
23.3375 3326067891441035648 98.94934365053 8.00234440023 1277.50171 875.259399 1964.07935 1654.8551 1460.53955 1975.6825 10033
23.3495 3325972684902695552 98.93333787301 7.92219073632 1706.4231 1623.66858 1799.59277 1697.18225 1627.84143 1791.28381 10033
23.354 3326143792103973504 98.64181931484 8.41842932377 1486.54492 1218.36182 1774.28186 1066.55176 986.519287 1192.45117 10033
23.3551 3325938595743703808 98.53626896377 7.6494494525 1450.04736 1277.73535 1751.35974 1426.75818 1302.31274 1598.07471 10033
23.3721 3326122454707805824 98.89991338082 8.23125748867 1647.17249 1346.52161 2255.14868 1652.58936 1401.42932 2196.85669 10033
23.3775 3325949526439219200 98.65421117923 7.66025382807 1609.11047 900.432312 2419.64551 4443.95117 3548.58984 5755.3501 10033
23.3793 3326067925800785152 98.95087261491 8.01261375923 1180.17175 776.598816 1874.50684 2477.74805 2174.77222 2993.44019 10033
23.3798 3326236773851264640 98.41134892203 8.39963483573 1680.37781 1447.6875 2068.88477 1828.54016 1561.65759 2227.57837 10033
