TypeInput	RA	DE	Plx	e_Plx	RV	e_RV	RVdist	pmRA	e_pmRA	pmDE	e_pmDE	Source
1	22 39 49.002	58 50 56.031	0.39252677	0.0387	0	0	0	-5.425	0.041	-2.781	0.040	2008377736127275520
1	22 40 21.573	58 55 31.500	0.34897677	0.0392	0	0	0	-4.464	0.042	-2.472	0.042	2008379866431299456
1	22 38 17.310	59 02 24.276	0.34239261	0.0407	0	0	0	-4.667	0.044	-3.202	0.043	2008433978715406336
1	22 40 58.357	58 54 28.800	0.49314933	0.0393	0	0	0	-5.866	0.042	-3.996	0.045	2008373544239479936
1	22 40 08.343	59 02 13.814	0.37510501	0.0552	0	0	0	-0.881	0.061	-1.417	0.075	2008385020393773056
1	22 39 21.986	59 04 35.208	0.37052797	0.0410	0	0	0	-4.278	0.044	-1.136	0.041	2008432814789510400
1	22 39 30.551	59 01 34.929	0.43967793	0.0452	0	0	0	-1.795	0.047	-0.456	0.045	2008384814233513472
1	22 40 10.978	58 48 46.795	0.33658944	0.0450	0	0	0	-3.816	0.050	-2.735	0.045	2008366981529199744
1	22 38 17.651	58 54 46.002	0.36833496	0.0418	0	0	0	-5.506	0.043	-3.238	0.042	2008405979833246592
1	22 39 50.762	59 03 34.027	0.36817779	0.0427	0	0	0	-4.513	0.043	-3.040	0.044	2008385329629591424
1	22 37 55.304	59 07 20.544	0.38235831	0.0418	0	0	0	-3.963	0.043	-3.230	0.041	2008423915616571008
1	22 40 08.525	59 08 17.884	0.38331871	0.0487	0	0	0	-5.096	0.054	-2.274	0.047	2008432711710310016
1	22 40 09.554	58 59 40.598	0.50133077	0.0528	0	0	0	2.077	0.056	-2.929	0.056	2008383989599852928
1	22 39 17.586	59 01 40.496	0.34315336	0.0444	0	0	0	-3.764	0.045	-3.026	0.043	2008430306528315136
1	22 39 44.797	59 13 41.645	0.41887837	0.0420	0	0	0	-5.033	0.044	-2.627	0.043	2008437144116477696
1	22 38 38.129	59 12 41.689	0.40102775	0.0406	0	0	0	-3.878	0.043	-2.975	0.044	2008448070513207552
1	22 38 23.252	58 46 51.345	0.37640458	0.0418	0	0	0	-0.924	0.047	-1.062	0.042	2008357120283753216
1	22 38 05.440	59 11 05.018	0.36434993	0.0474	0	0	0	-3.863	0.049	-2.792	0.046	2008448242311697408
1	22 40 29.173	59 01 39.428	0.45044094	0.0431	0	0	0	1.225	0.045	-0.713	0.045	2008389933834808192
1	22 39 09.928	59 11 11.428	0.35454403	0.0862	0	0	0	-0.445	0.096	-3.407	0.095	2008437315915153664
1	22 40 28.338	59 06 01.373	0.36909174	0.0441	0	0	0	-0.874	0.045	-2.465	0.044	2008391136425391360
1	22 39 51.052	58 49 28.012	0.42698735	0.0435	0	0	0	-4.106	0.047	-2.941	0.043	2008377461249381248
1	22 38 03.034	59 05 22.126	0.47623560	0.0427	0	0	0	2.676	0.046	0.518	0.044	2008411820988685568
1	22 38 37.144	59 11 09.191	0.40421150	0.0432	0	0	0	-4.306	0.046	-1.792	0.046	2008447761275576448
1	22 41 04.299	59 00 07.896	0.43555044	0.0440	0	0	0	-0.520	0.044	-1.674	0.047	2008386356117755008
1	22 38 47.368	58 48 07.717	0.45701259	0.3278	0	0	0	1.426	0.366	0.019	0.339	2008354642078293888
1	22 39 55.279	59 12 28.184	0.47814378	0.0447	0	0	0	-0.891	0.048	-1.334	0.046	2008436830574473088
1	22 39 52.924	59 15 40.633	0.43062075	0.0439	0	0	0	-0.213	0.048	-1.856	0.048	2008443809905707520
1	22 38 05.233	59 07 07.665	0.48527057	0.0442	0	0	0	-5.738	0.047	-5.167	0.047	2008447108440336384
1	22 38 29.299	59 11 18.687	0.37571829	0.0447	0	0	0	-1.208	0.049	-2.143	0.048	2008447933074258432
1	22 38 39.004	58 48 17.149	0.45100700	0.0435	0	0	0	-0.655	0.049	-1.966	0.044	2008354680742331904
1	22 39 12.550	59 15 00.722	0.40186132	0.0449	0	0	0	-1.172	0.050	-0.217	0.048	2008449474958375296
1	22 40 54.319	58 50 38.188	0.40989402	0.0455	0	0	0	-0.827	0.051	-3.329	0.049	2008372406063171584
1	22 37 22.705	58 58 31.809	0.47842978	0.0536	0	0	0	0.491	0.058	1.065	0.049	2008410824556292352
1	22 39 57.469	58 48 39.727	0.37269639	0.0499	0	0	0	0.025	0.057	-0.999	0.050	2008367114663338496
1	22 40 20.843	58 52 24.721	0.39597413	0.0443	0	0	0	-5.005	0.045	-2.676	0.049	2008367737443425024
1	22 38 30.470	59 12 45.675	0.43286786	0.0442	0	0	0	-4.427	0.048	-2.712	0.048	2008448036153459328
1	22 40 24.058	58 54 43.007	0.42557113	0.0428	0	0	0	-5.837	0.046	-3.992	0.049	2008379587248846592
